,ds,trend,yhat,yhat_lower,yhat_upper,fact,anomaly,importance
0,2005-01-01,0.11644300594937193,0.11644300594937193,-0.009606128931033301,0.2559131641950546,0.16628872955164625,0,0.0
1,2005-01-02,0.11642269501803597,0.11642269501803597,-0.004798209731410637,0.24879221930940232,0.13809361260741435,0,0.0
2,2005-01-03,0.11640238408669999,0.11640238408669999,-0.013085206230023027,0.2500115371995996,0.12361717373614585,0,0.0
3,2005-01-04,0.11638207315536403,0.11638207315536403,-0.006961997966954216,0.2564002182180168,0.20280078786689312,0,0.0
4,2005-01-05,0.11636176222402808,0.11636176222402808,-0.011721689980183221,0.24338430581677034,0.20707576908838468,0,0.0
5,2005-01-06,0.1163414512926921,0.1163414512926921,-0.010922443014829995,0.24552930178446924,0.0210259338238776,0,0.0
6,2005-01-07,0.11632114036135614,0.11632114036135614,-0.0014265238660120996,0.23494474539756835,0.16695497417462,0,0.0
7,2005-01-08,0.11630082943002017,0.11630082943002017,-0.006725544638786657,0.257896424732122,0.0936470626564235,0,0.0
8,2005-01-09,0.11628051849868422,0.11628051849868422,-0.005638137215291197,0.23210474003717402,0.2422499316765572,1,0.04187902786667719
9,2005-01-10,0.11626020756734826,0.11626020756734826,-0.004922352971867958,0.2505353998627868,0.18299660704118387,0,0.0
10,2005-01-11,0.11623989663601228,0.11623989663601228,-0.012986896196783419,0.23423212730675777,0.17854176113729492,0,0.0
11,2005-01-12,0.11621958570467632,0.11621958570467632,-0.012472429018429378,0.23443753606361495,0.0950456274931822,0,0.0
12,2005-01-13,0.11619927477334037,0.11619927477334037,-0.009347145253007512,0.2404582501099393,0.14329506418742624,0,0.0
13,2005-01-14,0.11617896384200439,0.11617896384200439,-0.0039055238920272244,0.2444200497873065,0.0383066976460024,0,0.0
14,2005-01-15,0.11615865291066843,0.11615865291066843,-0.006950277169477375,0.2498575708187051,0.2070690936610416,0,0.0
15,2005-01-16,0.11613834197933248,0.11613834197933248,-0.009120542236509665,0.24212797510198197,0.19662769936282695,0,0.0
16,2005-01-17,0.11611803104799649,0.11611803104799649,-0.006953867267341149,0.22749040277460217,0.18862236681476469,0,0.0
17,2005-01-18,0.11609772011666054,0.11609772011666054,-0.010115710686523704,0.23569695737065408,0.06481667290331622,0,0.0
18,2005-01-19,0.11607740918532457,0.11607740918532457,-0.0109254407125091,0.244074602159372,0.13891797915924314,0,0.0
19,2005-01-20,0.1160570982539886,0.1160570982539886,-0.006066384738596766,0.22800405880467386,0.14959754989262114,0,0.0
20,2005-01-21,0.11603678732265266,0.11603678732265266,-0.002141253666325504,0.24592913708480849,0.18056029336503132,0,0.0
21,2005-01-22,0.11601647639131668,0.11601647639131668,-0.004393994799273295,0.24109594664105402,0.10010711873112163,0,0.0
22,2005-01-23,0.11599616545998072,0.11599616545998072,-0.004221411082291072,0.2400814920961936,0.09083444162359423,0,0.0
23,2005-01-24,0.11597585452864476,0.11597585452864476,-0.003932540453691674,0.2418415413633778,0.08775890102516923,0,0.0
24,2005-01-25,0.11595554359730878,0.11595554359730878,-0.013248072160089795,0.25473958375885153,0.054928852540826134,0,0.0
25,2005-01-26,0.11593523266597283,0.11593523266597283,-0.010610948705122945,0.24251022195840335,0.14344166658619975,0,0.0
26,2005-01-27,0.11591492173463687,0.11591492173463687,-0.008075380317075227,0.2459770570234465,0.08774276832209517,0,0.0
27,2005-01-28,0.1158946108033009,0.1158946108033009,-0.0028000483186438477,0.25042695401128695,0.05417268526158114,0,0.0
28,2005-01-29,0.11587429987196494,0.11587429987196494,-0.01193665458091539,0.24385181761136315,0.08315189905053944,0,0.0
29,2005-01-30,0.11585398894062895,0.11585398894062895,-0.02552216710567977,0.24019686161921686,0.10048123740746633,0,0.0
30,2005-01-31,0.115833678009293,0.115833678009293,-0.004848535263883294,0.24298730754174602,0.12697135052371775,0,0.0
31,2005-02-01,0.11581336707795704,0.11581336707795704,-0.010740636583914725,0.2427684736719697,0.13441602465647706,0,0.0
32,2005-02-02,0.11579305614662107,0.11579305614662107,-0.004115013585152751,0.237099479069316,0.2136074177805812,0,0.0
33,2005-02-03,0.11577274521528512,0.11577274521528512,-0.0064034739840005675,0.24168543604575604,0.10544865742089528,0,0.0
34,2005-02-04,0.11575243428394916,0.11575243428394916,-0.010367652567289505,0.22973786989680706,0.11041743271303356,0,0.0
35,2005-02-05,0.11573212335261318,0.11573212335261318,-0.008498844235289125,0.24088841956998108,0.0816445006207661,0,0.0
36,2005-02-06,0.11571181242127722,0.11571181242127722,-0.014149157742352593,0.23331402799673523,0.007825184477282967,0,0.0
37,2005-02-07,0.11569150148994127,0.11569150148994127,-0.011531296021894852,0.2471318745420073,0.07204474455155507,0,0.0
38,2005-02-08,0.1156711905586053,0.1156711905586053,-0.0031937562831762674,0.23713384986875907,0.03236093458959099,0,0.0
39,2005-02-09,0.11565087962726933,0.11565087962726933,-0.01237779893982461,0.2446046165359101,0.07210960454957231,0,0.0
40,2005-02-10,0.11563056869593336,0.11563056869593336,-0.018334158835851405,0.2519260300018887,0.05741448325946767,0,0.0
41,2005-02-11,0.11561025776459741,0.11561025776459741,-0.011887955676525199,0.2569700309189952,0.1557003636131424,0,0.0
42,2005-02-12,0.11558994683326144,0.11558994683326144,-0.01746374050446612,0.24360301728093994,0.06659370546611443,0,0.0
43,2005-02-13,0.11556963590192547,0.11556963590192547,-0.012408167613267919,0.25293678262953917,0.07170511003270008,0,0.0
44,2005-02-14,0.1155493249705895,0.1155493249705895,-0.014882048462947526,0.239338782955567,0.04247410317609202,0,0.0
45,2005-02-15,0.11552901403925356,0.11552901403925356,-0.0029992432109725736,0.24231082461545522,0.10735556033262894,0,0.0
46,2005-02-16,0.11550870310791758,0.11550870310791758,-0.005240892084417564,0.2388491013475878,0.017605565767119913,0,0.0
47,2005-02-17,0.11548839217658162,0.11548839217658162,-0.01050032604939415,0.24492852737629553,0.04576776055609494,0,0.0
48,2005-02-18,0.11546808124524564,0.11546808124524564,-0.01165915004569186,0.23848216778476375,0.08212016790175981,0,0.0
49,2005-02-19,0.11544777031390968,0.11544777031390968,-0.013249746000164637,0.24529548908807677,0.08811306383796802,0,0.0
50,2005-02-20,0.11542745938257373,0.11542745938257373,-0.014533093511644649,0.23108298212272677,0.059285484270973875,0,0.0
51,2005-02-21,0.11540714845123776,0.11540714845123776,-0.005057317964600587,0.23503668355203797,0.13257835618545413,0,0.0
52,2005-02-22,0.1153868375199018,0.1153868375199018,-0.005271213551080798,0.24666074392176274,0.1362761378103698,0,0.0
53,2005-02-23,0.11536652658856585,0.11536652658856585,-0.004425289725206227,0.24934152181233318,0.06540665163112615,0,0.0
54,2005-02-24,0.11534621565722987,0.11534621565722987,-0.007957206087848412,0.24223335897990872,0.12509288316417405,0,0.0
55,2005-02-25,0.11532590472589391,0.11532590472589391,-0.013578104077801188,0.2464209868706779,0.08002276638428893,0,0.0
56,2005-02-26,0.11530559379455795,0.11530559379455795,-0.007975044507995882,0.24996103535231773,0.021973791444475903,0,0.0
57,2005-02-27,0.11528528286322197,0.11528528286322197,-0.011805494909368558,0.24406159721394968,0.22815801735037006,0,0.0
58,2005-02-28,0.11526497193188602,0.11526497193188602,-0.02303969796891117,0.2506629529690263,0.15033694516034396,0,0.0
59,2005-03-01,0.11524466100055004,0.11524466100055004,-0.005854679425751092,0.24599297877871112,0.12841705319751548,0,0.0
60,2005-03-02,0.11522435006921408,0.11522435006921408,-0.025490363814876786,0.25020716478221366,0.10445883764431033,0,0.0
61,2005-03-03,0.11520403913787813,0.11520403913787813,0.004264332110516809,0.25359044926908725,0.1828708606306909,0,0.0
62,2005-03-04,0.11518372820654214,0.11518372820654214,-0.011468297956110938,0.24705586445225594,0.09293355613547298,0,0.0
63,2005-03-05,0.1151634172752062,0.1151634172752062,-0.014863383395896055,0.2452853162488359,0.07178336292191567,0,0.0
64,2005-03-06,0.11514310634387023,0.11514310634387023,-0.01922718812329651,0.2507475928776031,0.04976136402782382,0,0.0
65,2005-03-07,0.11512279541253426,0.11512279541253426,-0.01326259213197371,0.23439355414008436,0.1891456136861397,0,0.0
66,2005-03-08,0.11510248448119831,0.11510248448119831,-0.009854386531412906,0.24964063101945155,0.08222112825444293,0,0.0
67,2005-03-09,0.11508217354986235,0.11508217354986235,0.003092515203735733,0.22832454544634484,0.12874517261431212,0,0.0
68,2005-03-10,0.11506186261852637,0.11506186261852637,-0.0069521621325351,0.23894422592599535,0.07244113696683642,0,0.0
69,2005-03-11,0.11504155168719041,0.11504155168719041,-0.021044024782886615,0.23119297251469215,0.1595889487763763,0,0.0
70,2005-03-12,0.11502124075585443,0.11502124075585443,-0.007642868880925248,0.24375543428507104,0.22527325569808215,0,0.0
71,2005-03-13,0.11500092982451848,0.11500092982451848,-0.011055985593454254,0.2523992810453025,0.14039535312720927,0,0.0
72,2005-03-14,0.11498061889318252,0.11498061889318252,-0.01263469975686388,0.2480842988119264,0.11174670689494301,0,0.0
73,2005-03-15,0.11496030796184654,0.11496030796184654,-0.00774365929270075,0.24703472052294895,0.0988652655077284,0,0.0
74,2005-03-16,0.1149399970305106,0.1149399970305106,-0.012573556155973107,0.23787560694442716,0.19839981066122744,0,0.0
75,2005-03-17,0.11491968609917463,0.11491968609917463,-0.015131622360572788,0.23979821058258108,0.1467684887706058,0,0.0
76,2005-03-18,0.11489937516783866,0.11489937516783866,-0.015048643450326575,0.23886320174548636,0.11006646602916836,0,0.0
