;normalised_date;sentiment_asociacones;sentiment_ibex;madrid_change
1;2017-01-24;0.03174219646280513;-0.00041969674384750855;1.26098127920196
2;2017-01-25;-0.007774171937434404;-0.432035522584556;1.61497179871323
3;2017-01-26;-0.038962417345776046;0.4794455195466677;-0.810021423030837
4;2017-01-27;0.04686202720242755;-0.4177069912354151;-0.140292279066529
5;2017-01-30;-0.008826421251795058;0.47861330211162567;-1.3852654603446002
6;2017-01-31;-0.054638894998325305;-0.15765086524576571;0.38558552557947395
7;2017-02-01;0.0709296546093986;-0.05544752212119336;-0.124540840201494
8;2017-02-02;0.012502566901686607;-0.03033955149571521;1.0948869589147
9;2017-02-03;-0.09820327076459612;-0.08990326763984438;0.58604795085359
10;2017-02-06;0.0858736918420786;0.005946382027468722;-1.56814621132202
11;2017-02-07;0.008585774464089813;0.04880008846521375;-0.718344398929843
12;2017-02-08;-0.004069031892487696;0.05150405539704178;-0.0592739699493594
13;2017-02-09;0.013841401161950706;-0.03062525986266945;0.7549829905953052
14;2017-02-10;-0.0554117313774628;0.1629965313606792;-0.920354777520899
15;2017-02-13;-0.015597310925919816;-0.03239176132612759;0.7354666144861579
16;2017-02-14;0.06977768776552251;-0.06640751551822183;0.0804935946247365
17;2017-02-15;-0.010360684271660203;-0.10122519421506121;1.04769401804222
18;2017-02-16;-0.0018918314081894372;0.13979204946918838;0.27684574239813803
19;2017-02-17;-0.06430878034396198;0.02321282106050454;-0.9483385345262709
20;2017-02-20;-0.007374987124921684;-0.07864797813106184;0.264447267347638
21;2017-02-21;0.02953777181597167;0.27847680673003194;-0.304005979207346
22;2017-02-22;0.041753777835448036;-0.3718708617612719;-0.8439184848456172
23;2017-02-23;-0.019743289968619626;-0.011091478613837358;0.368642414549564
24;2017-02-24;0.050806865577845084;0.2277741230310702;-0.46825860061373203
25;2017-02-27;-0.09894194807194073;-0.23529316596536118;0.43631726797129294
26;2017-02-28;0.05702508933784045;0.0373046966449779;0.989833958128351
27;2017-03-01;-0.01953460876784635;0.23524128895205182;1.6282144844491002
28;2017-03-02;-0.017062963655235963;-0.2770286172654024;-0.9128979415337559
29;2017-03-03;0.025334225614016326;0.17110615918095898;1.42929932394861
30;2017-03-06;0.005972277748108157;-0.16393080140369415;0.193001307600508
31;2017-03-07;0.013410457965725209;0.2617175955098597;-0.0707943904473991
32;2017-03-08;-0.07512877116684158;-0.09768411141600647;0.140336254404002
33;2017-03-09;0.009735333751956732;-0.030810024818312076;1.90303516750852
34;2017-03-10;0.0016298302819186539;-0.0783713046534103;0.9531619500627541
35;2017-03-13;-0.018738741075370824;0.23946695633979598;-0.25002451912265
36;2017-03-14;0.04017759254035863;-0.045771514376004685;-1.3179796318726003
37;2017-03-15;-0.012578646753826583;-0.12563558667898167;0.8129390984535692
38;2017-03-16;0.04879307348958317;-0.004455476467098485;2.78311356762254
39;2017-03-17;0.012672136762141906;0.13565114832350184;1.0255636999962099
40;2017-03-20;0.028532085709781496;-0.2357005095109344;-0.413887099364262
41;2017-03-21;-0.06983226048677066;-0.25524075545243;0.7296177275594258
42;2017-03-22;0.0025348641733552446;0.3519300263292884;0.20583829227184103
43;2017-03-23;-0.020747118292103683;0.10173145767995351;0.6363085085679959
44;2017-03-24;0.02428210128296565;0.08700981363654137;0.102719394311614
45;2017-03-27;-0.02488130815947015;-0.039975667993227604;0.4606569719883621
46;2017-03-28;0.007330670711527432;-0.26067965974410373;0.575907862816193
47;2017-03-29;0.004221260991541853;0.1945885017048567;-0.9888072719858628
48;2017-03-30;0.030677757180313348;0.05842255855289602;-0.10599656938970899
49;2017-03-31;-0.014864311704243072;0.12228916833798087;0.39157835401188595
50;2017-04-03;-0.07220975873852414;-0.4015378987727066;-1.68051087649795
51;2017-04-04;0.09967968714291442;0.1555187514362236;0.252816278431026
52;2017-04-05;-0.00226080558271452;-0.045095862820744514;0.326411108873081
53;2017-04-06;-0.006983449742393066;-0.32356437016278505;1.05835220734647
54;2017-04-07;-0.0034956397907746073;0.2434934381744825;-0.550330299130319
55;2017-04-10;-0.0417145104753453;0.2544215205707587;-0.845314493576069
56;2017-04-11;0.032315074915965636;-0.09511027093976737;-0.0746032208684899
57;2017-04-12;-0.03612366903629194;-0.032157772406935625;-0.5860431188048829
58;2017-04-13;0.06054969916549885;0.1963095664978028;-0.214396600893337
59;2017-04-18;-0.06034074116025817;-0.33344323303451995;0.16534978156391
60;2017-04-19;0.019350951970083408;0.02453207655594708;1.14235233926353
61;2017-04-20;-0.0163103338244876;0.007417794298322622;0.33035907329902603
62;2017-04-21;0.06422753394453962;-0.09965399975263503;-0.467429562846001
63;2017-04-24;-0.015054467106226543;0.06891948518360994;5.269130293491
64;2017-04-25;-0.04817691373003541;0.052223925444080166;1.2005609806560902
65;2017-04-26;0.041074482813178326;0.0052718838937518275;-0.785745141327197
66;2017-04-27;-0.13060594647134022;0.041112088664588875;-0.7292414750892671
67;2017-04-28;0.09544795214982182;-0.03480710978118051;0.4796307014158379
68;2017-05-02;0.0582959275829234;-0.09025253367429259;1.06288966721885
69;2017-05-03;-0.105096716547043;0.06308952137997681;0.253433418587081
70;2017-05-04;0.008000011162829002;0.04835967409737846;2.08326109509439
