month_year;sentiment;sentiment_truncated;favorites;retweets;replies
2015-01;0.3188675525124021;0.5416666666666666;4.083333333333333;3.25;0.16666666666666666
2015-02;0.35670764432628715;0.6677096370463079;2.23279098873592;5.047559449311639;0.3967459324155194
2015-03;0.3736816369877677;0.6798679867986799;2.3333333333333335;5.3927392739273925;0.44422442244224425
2015-04;0.38379492735355897;0.6967254408060454;1.9455919395465995;4.2614609571788415;0.19445843828715365
2015-05;0.3891652823775991;0.7065022421524664;1.383408071748879;2.9291479820627804;0.16457399103139014
2015-06;0.40016697433589443;0.709689349112426;1.3250739644970415;2.6830621301775146;0.16531065088757396
2015-07;0.3894623223974836;0.7079450711132909;1.3997057381069151;2.696910250122609;0.22854340362923
2015-08;0.38096859564171137;0.7009113504556752;1.2344656172328086;2.3496271748135875;0.13338856669428334
2015-09;0.3925381799567754;0.7040737893927748;1.1637202152190622;1.9019984627209838;0.10261337432744043
2015-10;0.414095461533414;0.7248737953189537;1.0036714089031666;1.6163377696190913;0.0692978430472694
2015-11;0.3934476323603043;0.7073578595317725;1.3956043956043955;1.9679885332059246;0.08886765408504539
2015-12;0.37883975685228016;0.7048947068867387;1.327831531018782;2.183266932270916;0.11667615253272624
2016-01;0.38162370497189985;0.7224034801522566;1.6291462751495378;2.588363240891789;0.13376835236541598
2016-02;0.38549894127184287;0.7105379188712522;1.4872134038800706;2.367724867724868;0.13271604938271606
2016-03;0.38775071682227624;0.7149695387293299;1.6527415143603132;2.186248912097476;0.08311575282854657
2016-04;0.4077273328488908;0.7262815608263198;2.0195103289977046;2.887911247130834;0.17712318286151493
2016-05;0.3942676442737746;0.710272536687631;1.9987421383647799;2.8863731656184486;0.15681341719077568
2016-06;0.38663407570536223;0.702667654686921;1.80844757317525;1.9662838088180807;0.09892552797332345
2016-07;0.3943291622858965;0.7169079627714581;1.7238883143743537;2.093071354705274;0.11427094105480869
2016-08;0.3902928650055486;0.7168727915194346;1.411660777385159;1.6687279151943464;0.06890459363957598
2016-09;0.39360278386673775;0.7071686945083854;1.5563959223939494;1.7510687273923051;0.08056560341992766
2016-10;0.39192885975181385;0.7056206088992975;1.9175644028103045;1.8594847775175645;0.05761124121779859
2016-11;0.3978212771526946;0.713953488372093;2.1227191413237927;1.9180679785330947;0.062254025044722716
2016-12;0.41187454633844856;0.7435435435435436;2.2684684684684684;2.3861861861861864;0.09009009009009009
2017-01;0.3860030783884707;0.7112718505123569;2.5925256178420737;2.7221217600964436;0.09644364074743822
2017-02;0.40598511534718407;0.7188603126575895;2.19011598587998;2.0584972264246093;0.1053958648512355
2017-03;0.38896469353160945;0.6914235190097259;2.5645446507515475;2.9062776304155613;0.4208664898320071
2017-04;0.38298625166905204;0.6991620111731843;2.025139664804469;2.046927374301676;0.07932960893854749
2017-05;0.41258225565966283;0.71866874674987;2.482579303172127;2.4669786791471657;0.12012480499219969
2017-06;0.37899476838359675;0.6764423076923077;2.6966346153846152;2.172596153846154;0.18461538461538463
2017-07;0.3912894946928235;0.6997235659986178;2.6123013130615065;2.5763648928818244;0.0718728403593642
2017-08;0.39040776258549836;0.7087378640776699;3.0060679611650487;2.5764563106796117;0.05825242718446602
2017-09;0.4007829502666398;0.705727923627685;2.39618138424821;2.3069212410501194;0.13031026252983294
2017-10;0.3888340323251116;0.7023866348448687;3.2902147971360383;2.3346062052505965;0.10023866348448687
2017-11;0.37891698668871676;0.6723943661971831;3.0935211267605633;2.332394366197183;0.10647887323943662
2017-12;0.35874057668695847;0.6508656224237428;3.545754328112119;2.8458367683429513;0.1574608408903545
2018-01;0.37448477672833186;0.6657571623465212;3.239427012278308;2.626193724420191;0.08731241473396999
2018-02;0.37553328348830395;0.6515544041450777;3.449481865284974;2.6444300518134716;0.08808290155440414
2018-03;0.3699179399528103;0.6502347417840375;3.7424547283702214;2.778001341381623;0.2535211267605634
2018-04;0.39123626378435605;0.6637368156705173;3.3385233550979407;2.211451531893521;0.11200401808136615
2018-05;0.39352005322209327;0.658008658008658;3.7965367965367967;2.4448051948051948;0.19534632034632035
2018-06;0.37501753736715404;0.628173828125;3.50732421875;2.26171875;0.09912109375
2018-07;0.3780180555061159;0.6501457725947521;4.096938775510204;2.563411078717201;0.11880466472303207
2018-08;0.394237806721827;0.6544502617801047;4.302617801047121;2.7287958115183244;0.16753926701570682
2018-09;0.3679627712240544;0.6195228821811101;2.930866601752678;2.09396299902629;0.3617332035053554
2018-10;0.37237042124902114;0.627151051625239;3.515774378585086;2.042543021032505;0.1161567877629063
2018-11;0.36076089211277074;0.6285211267605634;3.714788732394366;2.1282696177062372;0.1443661971830986
2018-12;0.3683923398847574;0.6253765060240963;4.394578313253012;2.944277108433735;0.1897590361445783
2019-01;0.35468435250338504;0.6177207263619287;3.7551659361302443;2.4865372573575453;0.24232936756418283
2019-02;0.35333391067917297;0.6118343195266273;3.3325443786982247;1.9715976331360947;0.15621301775147928
2019-03;0.37564264658224067;0.6237006237006237;4.316008316008316;2.483887733887734;0.2053014553014553
2019-04;0.36396409721589;0.614686040477426;4.703684483653348;2.6886351842241827;0.4462895692786715
2019-05;0.3874461715697794;0.6364634816035145;3.597473915431082;1.9544206479956068;0.22844590884129598
