month_year;sentiment;sentiment_truncated;favorites;retweets;replies
2017-11;0.22892971520995573;0.44686411149825783;2.926829268292683;0.625;0.438588850174216
2017-12;0.2556107048807406;0.4839257414534752;3.1401403667647725;0.7509621915327145;0.49581163685759566
2018-01;0.26027458656553376;0.4728155339805825;3.925;0.9150485436893204;0.570873786407767
2018-02;0.24964484667327455;0.46585951134380454;4.590095986038395;1.7109511343804538;0.625
2018-03;0.30124320087716977;0.5429513282916424;4.561178980027147;1.13884041109172;0.576497963932519
2018-04;0.2875936343941656;0.5106283796382621;3.1474920753309714;0.6977438001118776;0.527689725899683
2018-05;0.3006586620189691;0.5333233488093455;4.420997453946383;1.0260596076082074;0.6691627976636214
2018-06;0.29922371935445297;0.526381251636554;5.755826132495418;1.3332024090075936;0.629222309505106
2018-07;0.2884712780809458;0.5173380398671097;3.2414867109634553;0.8382475083056479;0.7637043189368771
2018-08;0.26964149614937344;0.4972043010752688;3.3578494623655915;0.8096774193548387;0.5234408602150538
2018-09;0.29518359834052593;0.5409560143626571;4.7026481149012564;1.046229802513465;0.822262118491921
2018-10;0.29792152939697014;0.5319385711106165;3.939016247496105;0.815045626530158;0.6547963498775874
2018-11;0.2909703302034221;0.5255055147058824;6.004595588235294;1.9857536764705883;0.7313878676470589
2018-12;0.29545289034958283;0.5384615384615384;2.4885114885114885;0.5392607392607393;0.5164835164835165
2019-01;0.2756226724349868;0.5049774828158331;3.9530694477364303;0.6579758236548945;0.711068973690448
2019-02;0.23411024382113832;0.44150693985459355;5.721524564882133;1.2551222736285526;0.6369244326944261
2019-03;0.23165170851070246;0.42883211678832117;3.8404298459042985;0.7942011354420113;0.5906326034063261
2019-04;0.21301574771989493;0.4174428450465707;4.831780976573525;0.820773355913068;0.5898955687270675
2019-05;0.2155678403507819;0.407740528754429;3.597437994003816;0.6838375579176887;0.5584627964022895
2019-06;0.21882170047570462;0.4136999754480727;4.583353793272772;0.8011293886570096;0.5966118340289712
2019-07;0.2131447843563721;0.4089253187613843;4.769353369763206;0.8073770491803278;0.7185792349726776
2019-08;0.21323852326880405;0.3974216492553901;3.620804623249611;0.7108246276950434;0.6145810180040009
2019-09;0.2324494110805615;0.4395124195032199;2.74885004599816;0.5124195032198712;0.6522539098436062
2019-10;0.20987427170424822;0.41188386225523294;4.143371595768625;0.637407157326131;0.8271438217420661
2019-11;0.19689570079879096;0.3899231080534197;3.9961554026709836;0.7331040064751113;0.8727235936867664
2019-12;0.20605658311387653;0.37412508466922556;3.4773086475502373;0.5242718446601942;0.5712350417701513
2020-01;0.17833226701288826;0.35521517140773157;3.827376610746414;0.6139071237539508;0.5990761001701921
2020-02;0.1995273094595021;0.37932437932437935;5.03947903947904;0.6168091168091168;0.7287342287342288
2020-03;0.13026870052271503;0.27922831447635627;5.812300551203945;1.2346001353834253;1.4935692873029687
2020-04;0.11876219738212924;0.26834563612679113;3.230894485453756;0.6494789405123752;1.100412505427703
2020-05;0.11134111197344368;0.24615088529638182;1.757409545804465;0.3311200923787529;0.7984026173979984
