date;price_change;;;
1/19/16;-0.549757718051709;;;
1/20/16;0.0809638195313984;;;
1/21/16;1.70555112664941;;;
1/22/16;-0.170282281263432;;;
1/25/16;1.04696004338386;;;
1/26/16;0.710981376349656;;;
1/27/16;0.786155325675892;;;
1/28/16;0.770260895943034;;;
1/29/16;-0.0783233566975445;;;
2/1/16;-1.7833730148032;;;
2/2/16;1.56297812166664;;;
2/3/16;3.27114961911509;;;
2/4/16;0.0880769712492954;;;
2/5/16;-0.545306354116616;;;
2/8/16;-0.386514977607351;;;
2/9/16;2.13624092840508;;;
2/10/16;1.00033771350604;;;
2/11/16;2.16913709799447;;;
2/12/16;0.413261654042448;;;
2/15/16;0.0764765163651477;;;
2/16/16;0.992793509315981;;;
2/17/16;0.167312425518252;;;
2/18/16;-0.216162943766332;;;
2/19/16;1.88733689505671;;;
2/22/16;-0.087802984811447;;;
2/23/16;0.504296030136078;;;
2/24/16;0.649707169202087;;;
2/25/16;0.0506786167904606;;;
2/26/16;0.27261960042504;;;
2/29/16;0.371450439653422;;;
3/1/16;2.77489500335173;;;
3/2/16;2.54518763476834;;;
3/3/16;1.55215249011762;;;
3/4/16;0.930397816672313;;;
3/7/16;-0.793113289354463;;;
3/8/16;1.98545935850978;;;
3/9/16;-0.754421769551295;;;
3/10/16;1.18567675497899;;;
3/11/16;0.279303670435834;;;
3/14/16;-1.4302019403684;;;
3/15/16;0.450682411918581;;;
3/16/16;4.40935015695319;;;
3/17/16;2.03568249034141;;;
3/18/16;0.156834440835674;;;
3/21/16;-0.553918927982145;;;
3/22/16;-1.43552085991752;;;
3/23/16;0.26083290116795;;;
3/28/16;0.200029988275161;;;
3/29/16;2.58135997086347;;;
3/30/16;0.822117300658057;;;
3/31/16;-2.06924274435449;;;
4/1/16;-1.67110476997407;;;
4/4/16;0.185705409069239;;;
4/5/16;-0.900856323145878;;;
4/6/16;-3.32700184857658;;;
4/7/16;1.93394215488129;;;
4/8/16;11.6021913477108;;;
4/11/16;2.77067199089074;;;
4/12/16;1.03819484017935;;;
4/13/16;-1.36005681485637;;;
4/14/16;0.268278288263682;;;
4/15/16;1.37855575340769;;;
4/18/16;3.06676562603482;;;
4/19/16;-0.211222202014307;;;
4/20/16;0.235225618951285;;;
4/21/16;-1.33228118024235;;;
4/22/16;-0.705181012848555;;;
4/25/16;0.668262106007968;;;
4/26/16;1.42102410341344;;;
4/27/16;0.856951665722946;;;
4/28/16;1.18811839830761;;;
4/29/16;0.0310930054374155;;;
5/2/16;-2.78250428015906;;;
5/3/16;-1.96709161963921;;;
5/4/16;0.345966784618769;;;
5/5/16;0.683877477602603;;;
5/6/16;-2.34722641588389;;;
5/9/16;2.71300632784412;;;
5/10/16;0.914035246316199;;;
5/11/16;-0.24837098183982;;;
5/12/16;0.630977273469616;;;
5/13/16;1.13567331317526;;;
5/16/16;0.197690181569493;;;
5/17/16;-1.3127834558672;;;
5/18/16;-1.79603204537115;;;
5/19/16;0.275853274749961;;;
5/20/16;0.109876872556093;;;
5/23/16;-0.111409864150663;;;
5/24/16;0.420796674700619;;;
5/25/16;0.497852676421594;;;
5/26/16;-0.671425758907718;;;
5/27/16;0.282665765725859;;;
5/30/16;-0.823566930638458;;;
5/31/16;-0.102563350099804;;;
6/1/16;1.20711237808549;;;
6/2/16;2.78066649245564;;;
6/3/16;0.926522627225972;;;
6/6/16;-0.0374155272546662;;;
6/7/16;0.143100498924933;;;
6/8/16;0.18346458584711;;;
6/9/16;-1.66610903338059;;;
6/10/16;-1.3606394439317;;;
6/13/16;-1.57134661817843;;;
6/14/16;2.56562075019287;;;
6/15/16;-1.00786238204726;;;
6/16/16;0.557358077543441;;;
6/17/16;0.993875992186994;;;
6/20/16;-0.038489827774506;;;
6/21/16;-0.146191982632348;;;
6/22/16;1.23964382197959;;;
6/23/16;-3.12658425701556;;;
6/24/16;-0.700709178596571;;;
6/27/16;1.58439454239957;;;
6/28/16;2.72536753033684;;;
6/30/16;0.89050548948078;;;
7/1/16;0.48795323840237;;;
7/4/16;-1.80074865034238;;;
7/5/16;0.362458732207992;;;
7/6/16;-0.34657754111227;;;
7/7/16;2.20845738977003;;;
7/8/16;0.599374965046119;;;
7/11/16;0.507338013489143;;;
7/12/16;0.598085981258522;;;
7/13/16;1.13118519837846;;;
7/14/16;-0.336611862630746;;;
7/15/16;0.841583360359847;;;
7/18/16;-0.230495934274911;;;
7/19/16;-0.506447891366343;;;
7/20/16;1.02808002756731;;;
7/21/16;-0.108966383440549;;;
7/22/16;-0.691685827529418;;;
7/25/16;0.610060850809305;;;
7/26/16;2.21649683478488;;;
7/27/16;1.35739095403165;;;
8/1/16;-0.502024825852895;;;
8/2/16;0.490884390693585;;;
8/3/16;0.842557301860217;;;
8/4/16;-0.450478794927184;;;
8/5/16;0.140904176099676;;;
8/8/16;-0.248544147094911;;;
8/9/16;0.820271161508706;;;
8/10/16;0.439061917126368;;;
8/11/16;-0.767871386424068;;;
8/12/16;0.706578207157853;;;
8/15/16;-0.216255979138875;;;
8/16/16;-0.49096680950511;;;
8/17/16;1.39035207701261;;;
8/18/16;-0.208565571469936;;;
8/19/16;-0.686206943846507;;;
8/22/16;-0.706974315793213;;;
8/23/16;-1.1564401494098;;;
8/24/16;-0.243301887747435;;;
8/25/16;-0.286766614555493;;;
8/26/16;0.493667440069739;;;
8/29/16;-2.46534982574065;;;
8/31/16;0.736954651491462;;;
9/1/16;1.72704846345339;;;
9/2/16;0.315462822154774;;;
9/5/16;1.89435628168547;;;
9/6/16;0.356295797771046;;;
9/7/16;-0.451277296814565;;;
9/8/16;-1.87780969554687;;;
9/9/16;-0.297392719755762;;;
9/12/16;-1.77470551959231;;;
9/13/16;0.649719375807218;;;
9/14/16;0.25958479328639;;;
9/15/16;-1.41736629142428;;;
9/16/16;0.794924638781765;;;
9/19/16;0.144046249934507;;;
9/20/16;1.26196096667229;;;
9/21/16;1.25004093741309;;;
9/22/16;-0.955318769438879;;;
9/23/16;-0.934900053045523;;;
9/26/16;-1.05581231136418;;;
9/27/16;0.606474989275045;;;
9/28/16;0.0757097552283223;;;
9/29/16;0.0725243340488171;;;
9/30/16;-0.437654155672156;;;
10/3/16;-1.34285743510404;;;
10/4/16;0.0818328044009595;;;
10/5/16;-0.837270739587609;;;
10/6/16;0.404983811815258;;;
10/7/16;0.621427053315793;;;
10/10/16;-0.608848412538239;;;
10/11/16;0.204514048779528;;;
10/12/16;-0.633726752132319;;;
10/13/16;0.403581626473032;;;
10/14/16;-0.119087962425524;;;
10/17/16;1.72087076989477;;;
10/18/16;0.914979657049473;;;
10/19/16;0.0407882550399459;;;
10/20/16;0.13375388091105;;;
10/21/16;-0.0768937308568941;;;
10/24/16;0.224515697650542;;;
10/25/16;-0.191910002780117;;;
10/26/16;-0.66103774475271;;;
10/27/16;-0.170913666089725;;;
10/28/16;0.34528308464931;;;
10/31/16;-1.32113295726703;;;
11/2/16;-0.119554202110725;;;
11/3/16;0.802075096754547;;;
11/4/16;1.45607545804337;;;
11/7/16;0.467292254566691;;;
11/8/16;0.415052388718995;;;
11/9/16;0.992802576381387;;;
11/10/16;-1.45108307149875;;;
11/11/16;-0.882159783000396;;;
11/14/16;-0.563659043625224;;;
11/15/16;-0.369012320089523;;;
11/16/16;-0.844106486631104;;;
11/21/16;0.329478956817768;;;
11/22/16;0.0386211234218075;;;
11/23/16;0.56482775675064;;;
11/24/16;0.381543878774405;;;
11/25/16;0.0265616438607524;;;
11/28/16;-0.564671482534955;;;
11/29/16;0.788836066122286;;;
11/30/16;0.820300546992122;;;
12/1/16;-0.29099581511946;;;
12/2/16;0.530691312996354;;;
12/5/16;0.144722896444529;;;
12/6/16;0.471845963372478;;;
12/7/16;-0.130106956942286;;;
12/9/16;-0.726146370843761;;;
12/12/16;-0.151840643357298;;;
12/13/16;0.214756475396823;;;
12/14/16;-0.789729883112913;;;
12/15/16;0.137127984920979;;;
12/16/16;-0.281450674088894;;;
12/19/16;0.616313909671974;;;
12/20/16;1.17825517561987;;;
12/21/16;-0.287659746608328;;;
12/22/16;-0.207720672971552;;;
12/23/16;-0.229362023860637;;;
12/26/16;0.642238092265284;;;
12/27/16;0.727133323576785;;;
12/28/16;0.598962974557143;;;
12/29/16;-0.108881093700157;;;
12/30/16;-0.330583670347611;;;
1/2/17;1.14439782700852;;;
1/3/17;0.79957406899945;;;
1/4/17;0.956648250944507;;;
1/5/17;-0.679794755325598;;;
1/6/17;0.208788821671844;;;
1/9/17;0.86631234524784;;;
1/10/17;-0.659109337428297;;;
1/11/17;0.143914829692411;;;
1/12/17;0.111004697547071;;;
1/13/17;-0.241539539850062;;;
1/16/17;-0.16904719885329;;;
1/17/17;0.143895598708349;;;
1/18/17;-0.445581299694396;;;
1/19/17;0.668041535773931;;;
1/20/17;1.2273671703573;;;
1/23/17;1.84909996471368;;;
1/24/17;0.325859669871766;;;
1/25/17;-1.24919986888462;;;
1/26/17;0.177992017143536;;;
1/27/17;-0.556461366965521;;;
1/30/17;0.68800150389248;;;
1/31/17;0.523683050225057;;;
2/1/17;0.666676018391466;;;
2/2/17;0.539487957321186;;;
2/3/17;-0.347375739965148;;;
2/6/17;0.816352803788724;;;
2/7/17;0.166816360081013;;;
2/8/17;-0.39569842799697;;;
2/9/17;1.46589768146029;;;
2/10/17;-0.16235364605886;;;
2/13/17;-0.853060683587912;;;
2/14/17;0.867911432319554;;;
2/15/17;-0.631541572074983;;;
2/16/17;-0.564257710146405;;;
2/17/17;-0.0939852351165723;;;
2/20/17;0.943412544890259;;;
2/21/17;0.223286270585615;;;
2/22/17;-0.876801772157564;;;
2/23/17;-1.80809635748104;;;
2/24/17;-1.29824966500213;;;
2/27/17;0.0312000931666122;;;
2/28/17;1.70427136795207;;;
3/1/17;-1.24282541530213;;;
3/2/17;-0.395744946684209;;;
3/3/17;-2.10660281350523;;;
3/6/17;-0.668193590907955;;;
3/7/17;-0.817404846493729;;;
3/8/17;-0.59437186426843;;;
3/9/17;0.49651756088555;;;
3/10/17;0.0788315256179762;;;
3/13/17;-1.7954395814186;;;
3/14/17;2.25488957522223;;;
3/15/17;1.65729522578316;;;
3/16/17;0.292833879660627;;;
3/17/17;0.201674466976418;;;
3/20/17;-0.589331120750542;;;
3/21/17;-0.156989110267714;;;
3/22/17;0.441784876165098;;;
3/23/17;0.280828608906178;;;
3/24/17;-0.543256889173026;;;
3/27/17;0.990090264415371;;;
3/28/17;0.0319295640208865;;;
3/29/17;0.670865873288468;;;
3/30/17;0.0347649000264555;;;
3/31/17;0.588646550125275;;;
4/3/17;0.649785372652516;;;
4/4/17;0.489589571534956;;;
4/5/17;-0.541197965670444;;;
4/6/17;-0.418458512748403;;;
4/7/17;-0.395476637134454;;;
4/10/17;0.0075907255914227;;;
4/11/17;0.193135960518432;;;
4/12/17;-0.499983392551371;;;
4/17/17;-0.910580562144397;;;
4/18/17;-0.129926124278174;;;
4/19/17;0.872901595733475;;;
4/20/17;-0.217060475884092;;;
4/21/17;-0.631978019448091;;;
4/24/17;-0.18654913712717;;;
4/25/17;0.516170497358181;;;
4/26/17;-0.567009948238308;;;
4/27/17;0.285886043940871;;;
4/28/17;0.740264934214263;;;
5/2/17;-0.322349996591799;;;
5/3/17;-1.12635575432205;;;
5/4/17;0.966408400268587;;;
5/5/17;-0.226464128255107;;;
5/8/17;0.450886675275067;;;
5/9/17;1.06674094756526;;;
5/10/17;0.771110028984027;;;
5/11/17;0.653599636010984;;;
5/12/17;0.885215253645259;;;
5/15/17;-0.721661132500708;;;
5/16/17;-0.0723353765931264;;;
5/17/17;-1.71199392691551;;;
5/18/17;1.56958484207404;;;
5/19/17;0.100470755779987;;;
5/22/17;-0.566635275476581;;;
5/23/17;-0.41332065621923;;;
5/24/17;0.2729508170894;;;
5/25/17;0.0589529397013279;;;
5/26/17;0.228292848600165;;;
5/29/17;-0.698229616527906;;;
5/30/17;0.0697169090047875;;;
5/31/17;-0.361651512296514;;;
6/1/17;-0.167799902552488;;;
6/2/17;0.377402371617582;;;
6/5/17;0.736201243282102;;;
6/6/17;-0.00815147360813468;;;
6/7/17;0.435945320341201;;;
6/8/17;0.297758836513392;;;
6/9/17;-1.16629849669477;;;
6/12/17;0.393762759785931;;;
6/13/17;0.344172064380393;;;
6/14/17;-1.57349268501087;;;
6/15/17;-0.24471291697106;;;
6/16/17;0.992324877045495;;;
6/19/17;-0.890214581686214;;;
6/20/17;0.991650756614038;;;
6/21/17;0.0621936274509819;;;
6/22/17;0.817605267965482;;;
6/23/17;0.0748632364660591;;;
6/26/17;-0.0371354486949678;;;
6/27/17;-0.239888512882249;;;
6/28/17;0.986698186466802;;;
6/30/17;-0.0540244680938306;;;
7/3/17;0.237425701630174;;;
7/4/17;-0.0917341419253726;;;
7/5/17;-0.268474189529363;;;
7/6/17;0.191831758575222;;;
7/7/17;-0.308490285058715;;;
7/10/17;1.04827929713666;;;
7/11/17;0.663626920025529;;;
7/12/17;-0.114506396403837;;;
7/13/17;0.956955208544579;;;
7/14/17;0.328038364398278;;;
7/17/17;-0.0526553302580773;;;
7/18/17;0.210478212429431;;;
7/19/17;0.0110954090352332;;;
7/20/17;0.0724071032339908;;;
7/21/17;-0.0337508450821838;;;
7/24/17;0.718367608575473;;;
7/25/17;0.142474383294169;;;
7/26/17;0.677843023236786;;;
7/27/17;-0.482508208942278;;;
7/31/17;0.498824862748109;;;
8/1/17;0.0070150053530832;;;
8/2/17;0.282895105315748;;;
8/3/17;-0.335020958577522;;;
8/4/17;-0.288579619564256;;;
8/7/17;1.19759545113095;;;
8/8/17;0.574258428597701;;;
8/9/17;-1.15677008502015;;;
8/10/17;-0.235897877088345;;;
8/11/17;0.476464971014998;;;
8/14/17;-0.000472029731809836;;;
8/15/17;1.37361262059409;;;
8/16/17;-0.549522522929658;;;
8/17/17;1.01271597298006;;;
8/18/17;0.833430348449399;;;
8/21/17;0.467585282656997;;;
8/22/17;-0.287784910973071;;;
8/23/17;0.902529265066549;;;
8/24/17;0.0209021967542188;;;
8/25/17;0.521875817345567;;;
8/28/17;-0.351969874102437;;;
8/29/17;0.0912824416889827;;;
