trimester;sentiment;sentiment_truncated;favorites;retweets;replies
2017-01-01;0.29831172670359013;0.5728451563691839;18.17162471395881;8.68421052631579;2.0717009916094584
2017-04-01;0.30214356281319;0.573093220338983;9.455508474576272;2.99818401937046;0.649818401937046
2017-07-01;0.311632116649376;0.5864681295715779;16.903343782654126;4.195663531870428;2.5608672936259143
2017-10-01;0.3199165278237501;0.5996966354109211;18.598179812465528;4.681742967457253;1.5526751241036956
2018-01-01;0.317306154116024;0.5691930039889537;15.688861613992023;3.6830316047867444;1.3053083768027003
2018-04-01;0.32163975388802124;0.5749564206856479;23.00232423009878;5.53224869262057;2.0766995932597325
2018-07-01;0.32728198789452606;0.5833652740513606;17.351092372556536;3.955921809122269;2.230356458413185
2018-10-01;0.3286229905985141;0.5751607717041801;20.94774919614148;5.891077170418006;1.8762057877813505
2019-01-01;0.3095695571165198;0.5515188834154351;22.56896551724138;4.714285714285714;1.805008210180624
2019-04-01;0.28432090242266334;0.5211898940505297;18.30114099429503;3.3223308883455585;1.3879380603096985
2019-07-01;0.3028999535846481;0.5521595900439239;16.396778916544655;3.129575402635432;1.777086383601757
2019-10-01;0.30487739322855495;0.5578783690393918;17.04526606772633;2.8420870767104356;2.1686247408431236
2020-01-01;0.2892396739541939;0.5192141623488774;40.72366148531952;7.562607944732297;6.210708117443868
2020-04-01;0.2327756476967522;0.4413538873994638;28.999329758713138;5.988605898123325;6.867292225201072
