Dates;PX_LAST;LAST_PRICE;PX_VOLUME;PX_LAST;LAST_PRICE;PX_VOLUME;PX_LAST;LAST_PRICE;PX_VOLUME
01/04/2010;1262.36;1262.36;384913800;;14561.09;2349319;12145.1;12145.1;344688100
01/05/2010;1270.38;1270.38;505626074;;14921.5;5609429;12204.4;12204.4;445018600
01/06/2010;1272.66;1272.66;244844486;;15242.47;6475237;12222.5;12222.5;220825600
01/07/2010;1266.79;1266.79;367925910;;15355.31;4437052;12166.3;12166.3;314408900
01/08/2010;1267.17;1267.17;406368652;;15629.12;7055585;12163;12163;309714300
01/11/2010;1257.85;1257.85;382071993;;15924.8;8432263;12074.5;12074.5;305657200
01/12/2010;1247.11;1247.11;368893829;;15590.51;8045666;11966.1;11966.1;319965200
01/13/2010;1245.64;1245.64;294281935;;15539.13;15376099;11958.3;11958.3;248337700
01/14/2010;1249.49;1249.49;305849077;;15244.26;9471771;11999.8;11999.8;254664000
01/15/2010;1233.89;1233.89;383268654;;15104.7;7518590;11845;11845;341779200
01/18/2010;1236.89;1236.89;250490153;;15224.81;3951438;11870.7;11870.7;224106600
01/19/2010;1252.34;1252.34;414410235;;15194.76;4055056;12022.6;12022.6;384716800
01/20/2010;1219.97;1219.97;461651175;;15054.02;7754806;11709;11709;432577200
01/21/2010;1192.35;1192.35;550506612;;14811.1;4872333;11444;11444;523430500
01/22/2010;1185.3;1185.3;489069423;;14866.45;4995249;11373.4;11373.4;461265400
01/25/2010;1172.72;1172.72;432677423;;14851.75;3618428;11249.3;11249.3;412856800
01/26/2010;1183.19;1183.19;526939125;;14805.49;3122374;11347.3;11347.3;504705100
01/27/2010;1149.77;1149.77;426301275;;14668.93;6565509;11042.2;11042.2;391740200
01/28/2010;1127.82;1127.82;484916262;;14498.26;4440410;10829.3;10829.3;460803200
01/29/2010;1140.57;1140.57;409198332;;14440.05;2838672;10947.7;10947.7;391248500
02/01/2010;1144.94;1144.94;287128037;;14512.75;2041407;10995.2;10995.2;267976600
02/02/2010;1159.89;1159.89;563859750;;14659.14;3885577;11140.9;11140.9;539283100
02/03/2010;1132.94;1132.94;510913765;;14543.03;7505508;10888.4;10888.4;491512200
02/04/2010;1064.09;1064.09;801666938;;14086.5;3351158;10241.7;10241.7;755520000
02/05/2010;1049.38;1049.38;814715086;;13867.26;4288396;10103.3;10103.3;771664100
02/08/2010;1060.09;1060.09;521132232;;13808.44;2470221;10206.3;10206.3;495798600
02/09/2010;1067.41;1067.41;496561688;;14133.49;4433629;10275.4;10275.4;460147500
02/10/2010;1089.54;1089.54;415748740;;14176.46;2125529;10455;10455;376427200
02/11/2010;1070.91;1070.91;314499321;;14360.07;3013464;10281.7;10281.7;291926400
02/12/2010;1064.61;1064.61;236084831;;14286.24;1404737;10224.9;10224.9;211082500
02/15/2010;1071.52;1071.52;287928754;;14366.76;1287590;10293.6;10293.6;272411600
02/16/2010;1081.41;1081.41;229490345;;14529.61;6034461;10393.9;10393.9;211753100
02/17/2010;1093.15;1093.15;328240346;;14395.21;8825484;10498.6;10498.6;302054600
02/18/2010;1100.76;1100.76;259372599;;14407.69;10116534;10574.2;10574.2;238732700
02/19/2010;1110.65;1110.65;344032092;;14446.74;2908839;10676.7;10676.7;286886600
02/22/2010;1099.28;1099.28;218986109;;14414;5543708;10570.5;10570.5;174716300
02/23/2010;1071.66;1071.66;279278636;;14097.89;3590169;10312.9;10312.9;236671600
02/24/2010;1065.12;1065.12;269175068;;14122.57;2335436;10254;10254;245565800
02/25/2010;1052.35;1052.35;269293549;;13982.74;3417093;10126.2;10126.2;242257900
02/26/2010;1074.18;1074.18;301540627;;14002.32;3729502;10333.6;10333.6;286519300
03/01/2010;1084.36;1084.36;216465942;;14140.31;1578747;10434.9;10434.9;192439200
03/02/2010;1092.66;1092.66;242573037;;14210.62;5129939;10521.5;10521.5;216165000
03/03/2010;1107.56;1107.56;265206862;;14250.53;3147445;10664.5;10664.5;228766800
03/04/2010;1115.99;1115.99;300871021;;14231.25;6719321;10745.3;10745.3;282498800
03/05/2010;1143.83;1143.83;290283045;;14429.93;6786658;11019.8;11019.8;257180700
03/08/2010;1149.38;1149.38;216061546;;14469.68;4581796;11078.3;11078.3;193596500
03/09/2010;1141;1141;238647602;;14398.9;2674382;11002.8;11002.8;206305200
03/10/2010;1153.43;1153.43;296618306;;14346.8;2597765;11121;11121;277593000
03/11/2010;1145.23;1145.23;261015108;;14284.16;2522443;11045.4;11045.4;233017900
03/12/2010;1148.02;1148.02;208202606;;14374.65;4561011;11077;11077;185361700
03/15/2010;1136.08;1136.08;291378204;;14253.62;2579074;10957.8;10957.8;268210900
03/16/2010;1145.78;1145.78;220371728;;14458.31;5447753;11059.3;11059.3;197596700
03/17/2010;1155.87;1155.87;275159789;;14713.5;4117461;11166.8;11166.8;251232700
03/18/2010;1145.5;1145.5;270587978;;14717.48;5047867;11073.5;11073.5;248319500
03/19/2010;1136.74;1136.74;672208101;;14731.97;7676652;10990.8;10990.8;654694100
03/22/2010;1123.14;1123.14;274525772;;14759.52;3978719;10861.9;10861.9;251332800
03/23/2010;1137.16;1137.16;307899857;;14826.61;5622384;10996.2;10996.2;286150000
03/24/2010;1123.09;1123.09;335545546;;14758.5;3046094;10866.3;10866.3;308335100
03/25/2010;1145.9;1145.9;259646340;;14823.92;4811977;11091.4;11091.4;207881800
03/26/2010;1144.03;1144.03;259210198;;14974.1;4285558;11071.1;11071.1;222837800
03/29/2010;1145.66;1145.66;251561376;;15219.54;9805223;11091;11091;235163400
03/30/2010;1134.37;1134.37;307000057;;15138.2;5665723;10980.7;10980.7;273308400
03/31/2010;1123.08;1123.08;336244087;;15129;9667373;10871.3;10871.3;315500900
04/01/2010;1142.41;1142.41;379689218;;15129;9667373;11067.9;11067.9;365252200
04/02/2010;1142.41;1142.41;379689218;;15129;9667373;11067.9;11067.9;365252200
04/05/2010;1142.41;1142.41;379689218;;15467.42;6851309;11067.9;11067.9;365252200
04/06/2010;1151.1;1151.1;436191440;;15669.25;12341762;11160.6;11160.6;410186900
04/07/2010;1155.42;1155.42;397338114;;15691.17;6091071;11191.3;11191.3;367606900
04/08/2010;1144.31;1144.31;312009623;;15633.99;6219659;11076.3;11076.3;285668900
04/09/2010;1177.22;1177.22;427483442;;15733.36;11614310;11394.2;11394.2;403110100
04/12/2010;1184.98;1184.98;331892458;;15743.5;5113095;11460.8;11460.8;304853000
04/13/2010;1185.31;1185.31;493772571;;15691.72;3093245;11461;11461;467147700
04/14/2010;1189.77;1189.77;312982662;;15803.61;11923956;11503.7;11503.7;251405100
04/15/2010;1192.2;1192.2;440212040;;15728.57;6172175;11523.5;11523.5;402422100
04/16/2010;1165.91;1165.91;577626933;;15482.56;6243439;11259.7;11259.7;543413800
04/19/2010;1159.96;1159.96;429985988;;15469.36;2497820;11199.5;11199.5;399171000
04/20/2010;1170.46;1170.46;532639018;;15575.93;8573439;11305.6;11305.6;454774400
04/21/2010;1146.03;1146.03;435007202;;15684.63;22848511;11064.7;11064.7;381542200
04/22/2010;1120.59;1120.59;507074992;;15774.67;16062083;10821.9;10821.9;473323600
04/23/2010;1130.44;1130.44;455053568;;15980.78;14801280;10918.2;10918.2;425076200
04/26/2010;1132.12;1132.12;487348065;;16046.03;4678176;10939.3;10939.3;466024100
04/27/2010;1084.6;1084.6;533725456;;15790.21;15229571;10480.9;10480.9;501410500
04/28/2010;1051.18;1051.18;780238102;;15928.24;5933548;10167;10167;737800300
04/29/2010;1079.99;1079.99;595748316;;15913.88;4346506;10441;10441;560719200
04/30/2010;1086.68;1086.68;525988948;;15842.26;5592885;10492.2;10492.2;502500300
05/03/2010;1078.39;1078.39;352862485;;15784.92;3199678;10422.8;10422.8;339222600
05/04/2010;1019.34;1019.34;881496713;;15259.12;9028444;9859.1;9859.1;845777000
05/05/2010;995.74;995.74;932148262;;15242.4;5865438;9635.2;9635.2;899447800
05/06/2010;965.57;965.57;935223052;;14973.47;5693774;9352.6;9352.6;903882800
05/07/2010;934.03;934.03;938042748;;14847.53;5036559;9046.1;9046.1;895622300
05/10/2010;1071.57;1071.57;953151135;;15420.57;6280419;10351.9;10351.9;914933500
05/11/2010;1034.91;1034.91;565939574;;15505.65;4967618;10008.6;10008.6;545709800
05/12/2010;1043.75;1043.75;429813321;;15577.36;4436722;10089.8;10089.8;409934100
05/13/2010;1031.76;1031.76;340062123;;15490.29;2070253;9977.5;9977.5;323797700
05/14/2010;963.45;963.45;565185019;;15193.46;6862364;9314.7;9314.7;543669200
05/17/2010;959.81;959.81;507596900;;14892.76;7767267;9286.1;9286.1;485098400
05/18/2010;996.12;996.12;466467197;;14922.34;4137692;9627.6;9627.6;440895200
05/19/2010;971.22;971.22;477628009;;14658.24;4603588;9376.5;9376.5;462662400
05/20/2010;960.07;960.07;420720115;;14211.72;8674270;9270.5;9270.5;398776300
05/21/2010;974.41;974.41;619243031;;14567.1;8051369;9407.3;9407.3;596170400
05/24/2010;962.28;962.28;249583967;;14586.04;2324597;9287.9;9287.9;232290800
05/25/2010;932.6;932.6;437979778;;14264.32;2623873;9004.4;9004.4;418117100
05/26/2010;935.06;935.06;455599360;;14342.61;6819740;9042.6;9042.6;433835300
05/27/2010;963.52;963.52;480632383;;14645.98;4960272;9334.9;9334.9;445900200
05/28/2010;973.61;973.61;376162783;;14504.14;2725948;9425.5;9425.5;360326900
05/31/2010;966.64;966.64;181116957;;14487.31;953178;9359.4;9359.4;173182000
06/01/2010;960.8;960.8;350647654;;14270.71;3695819;9299.7;9299.7;337238800
06/02/2010;956.75;956.75;368676956;;14243.76;4366591;9268;9268;356215600
06/03/2010;958.25;958.25;324173556;;14135.08;4229355;9276.2;9276.2;308479900
06/04/2010;920.66;920.66;494729878;;13818.03;3351984;8923.4;8923.4;478586700
06/07/2010;907.79;907.79;399446855;;13503.75;8790881;8795.3;8795.3;387928900
06/08/2010;894.58;894.58;323321747;;13622.09;4917990;8669.8;8669.8;307535900
06/09/2010;914.21;914.21;332341779;;13872.44;6117788;8868.7;8868.7;317810800
06/10/2010;949.21;949.21;359276011;;14155.79;5939108;9198.2;9198.2;326261900
06/11/2010;987.57;987.57;606729926;;14217.71;1964386;9561.7;9561.7;573799700
06/14/2010;990.2;990.2;361621305;;14279.75;2964186;9584;9584;344638200
06/15/2010;1006.97;1006.97;394404811;;14423.16;5402458;9742;9742;368616600
06/16/2010;1001.08;1001.08;363522697;;14391.73;2846581;9683.3;9683.3;339890000
06/17/2010;1009.11;1009.11;443288998;;14344.47;2540173;9755.1;9755.1;404242400
06/18/2010;1032.69;1032.69;1180105783;;14342.7;7227892;9971.8;9971.8;1136394000
06/21/2010;1041.64;1041.64;287468003;;14428.11;5447318;10071.9;10071.9;264310000
06/22/2010;1035.87;1035.87;314770511;;14338.11;1341716;10016.1;10016.1;258650000
06/23/2010;1022.7;1022.7;237193284;;14252.45;1521153;9886;9886;216265000
06/24/2010;991.65;991.65;293060898;;14120.76;1496544;9586.5;9586.5;272190300
06/25/2010;987.4;987.4;366480029;;14198.29;2384424;9535;9535;293097400
06/28/2010;1002.7;1002.7;279718416;;14159.72;1761633;9688.5;9688.5;255422200
06/29/2010;947.84;947.84;384464409;;14159.72;1761633;9160.4;9160.4;359505600
06/30/2010;960.79;960.79;521651038;;13985.01;3561242;9263.4;9263.4;500563600
07/01/2010;951.8;951.8;722112380;;13834.78;3579560;9178.2;9178.2;700305900
07/02/2010;959.16;959.16;480136066;;13823.92;3171692;9250.8;9250.8;467052200
07/05/2010;960.36;960.36;362860072;;13722.28;984440;9281.5;9281.5;347006800
07/06/2010;995.06;995.06;389099854;;13734.13;2429839;9615;9615;373050500
07/07/2010;1035.3;1035.3;454933258;;13761.96;2621975;9987.4;9987.4;434159300
07/08/2010;1045.56;1045.56;531003198;;13816.7;3405417;10080.5;10080.5;513238200
07/09/2010;1049.6;1049.6;334600230;;13985.41;6312292;10127.3;10127.3;323618200
07/12/2010;1042.53;1042.53;331441009;;13953.64;6076994;10058.2;10058.2;322506100
07/13/2010;1063.37;1063.37;391113265;;14056.7;4536859;10259.5;10259.5;369697300
07/14/2010;1065.29;1065.29;392782137;;14067.84;7059296;10278.5;10278.5;368773600
07/15/2010;1052.17;1052.17;475155638;;14077.74;6426090;10160.2;10160.2;434651400
07/16/2010;1035.03;1035.03;523080307;;13916.69;5288510;9991.7;9991.7;496778500
07/19/2010;1028.56;1028.56;429176544;;13843.8;2615795;9929.8;9929.8;367598900
07/20/2010;1041.7;1041.7;624587226;;13835.76;4962682;10061.3;10061.3;604503900
07/21/2010;1039;1039;727441832;;13820.07;8364167;10040.8;10040.8;683843300
07/22/2010;1065.65;1065.65;531323524;;14049.7;4500620;10302.9;10302.9;502091800
07/23/2010;1074.26;1074.26;334011123;;14152.01;4092903;10388.2;10388.2;302698000
07/26/2010;1087.34;1087.34;544160228;;14225.3;2692279;10506.7;10506.7;511216300
07/27/2010;1103.58;1103.58;381201111;;14179.1;7168227;10645;10645;357855300
07/28/2010;1104.03;1104.03;400345570;;14179.1;7168227;10643.9;10643.9;382972300
07/29/2010;1105.7;1105.7;374274654;;14179.1;7168227;10659.5;10659.5;341403300
07/30/2010;1088.62;1088.62;391620844;;14275.38;6017731;10499.8;10499.8;350886700
08/02/2010;1121.97;1121.97;508763327;;14520.9;170712345;10835.4;10835.4;471364800
08/03/2010;1125.53;1125.53;282706602;;14687.12;11271355;10871.4;10871.4;253377300
08/04/2010;1122.6;1122.6;293435613;;14820.73;7055673;10843.3;10843.3;267933300
08/05/2010;1122.67;1122.67;274359004;;14746.48;7324102;10840;10840;248343000
08/06/2010;1102.95;1102.95;303354186;;14699.98;4166951;10651.1;10651.1;285379800
08/09/2010;1119.01;1119.01;196447655;;14853.99;7044579;10812.6;10812.6;183663700
08/10/2010;1109.68;1109.68;218873209;;14877.09;9477840;10718.5;10718.5;207246900
08/11/2010;1073.93;1073.93;267066810;;14664.76;5566991;10374.8;10374.8;249686200
08/12/2010;1070.62;1070.62;289088950;;14808.06;7680278;10342.4;10342.4;270135500
08/13/2010;1063.15;1063.15;271365193;;14801.33;4743977;10275.8;10275.8;258190900
08/16/2010;1060.8;1060.8;183425092;;14866.96;7087615;10258.3;10258.3;173129800
08/17/2010;1071.86;1071.86;204124849;;14938.39;6244390;10369.5;10369.5;193901800
08/18/2010;1073.72;1073.72;201629208;;14972.14;5182808;10391;10391;191186800
08/19/2010;1058.07;1058.07;274307356;;14868.3;5895189;10238;10238;260552400
08/20/2010;1043.18;1043.18;216629586;;14874.26;4282280;10094.3;10094.3;196973300
08/23/2010;1056.93;1056.93;144475547;;14902.1;2018862;10221.2;10221.2;134169500
08/24/2010;1039.61;1039.61;193763293;;14844.5;3759212;10052.3;10052.3;174234200
08/25/2010;1023.3;1023.3;241743464;;14936.62;4677516;9894;9894;225371900
08/26/2010;1034.59;1034.59;190980392;;14975.07;4763118;10004.4;10004.4;174854000
08/27/2010;1048.7;1048.7;206042141;;15105.99;5166647;10148.2;10148.2;193401500
08/30/2010;1047.64;1047.64;108400634;;15105.99;5166647;10136;10136;98882540
08/31/2010;1052.73;1052.73;419077479;;15153.33;8697663;10187;10187;398686300
09/01/2010;1089.05;1089.05;303894617;;15319.1;10693406;10544.8;10544.8;275533400
09/02/2010;1087.46;1087.46;237466803;;15368.72;3646237;10537.6;10537.6;214227000
09/03/2010;1095;1095;246785220;;15568.13;13184582;10599.4;10599.4;225896200
09/06/2010;1097.17;1097.17;112898634;;15742.6;8323398;10622.7;10622.7;99494620
09/07/2010;1082.03;1082.03;212578243;;15786.98;9329261;10479.1;10479.1;192853000
09/08/2010;1092.67;1092.67;194783694;;15864.6;11049939;10586.2;10586.2;176978900
09/09/2010;1106.02;1106.02;279305303;;15833.44;8013257;10712.9;10712.9;243521900
09/10/2010;1103.88;1103.88;270558547;;16151.09;15889287;10689.6;10689.6;234641100
09/13/2010;1111.58;1111.58;215633625;;16536.47;18313811;10765.2;10765.2;194257900
09/14/2010;1116.5;1116.5;271694142;;16522.23;10972217;10806.6;10806.6;250309600
09/15/2010;1110.95;1110.95;286821512;;16561.52;10550461;10751.8;10751.8;271455200
09/16/2010;1107.19;1107.19;227994650;;16658.24;6628688;10716.8;10716.8;208747700
09/17/2010;1092.56;1092.56;724653954;;16721.19;11994070;10588.6;10588.6;683009700
09/20/2010;1108.68;1108.68;267979009;;16892.11;9858127;10743.1;10743.1;238790400
09/21/2010;1110.15;1110.15;313866030;;17162.94;12381800;10762.5;10762.5;268259000
09/22/2010;1088.95;1088.95;283552395;;17363.05;11357447;10555.2;10555.2;248345200
09/23/2010;1083.28;1083.28;319659926;;17199.41;8595495;10501.5;10501.5;286797400
09/24/2010;1106.27;1106.27;357353042;;17315.68;14432545;10727.6;10727.6;324719500
09/27/2010;1094.62;1094.62;248608394;;17435.56;12627629;10613;10613;207848900
09/28/2010;1092.19;1092.19;321717598;;17577.07;7525563;10590.7;10590.7;296220000
09/29/2010;1081.58;1081.58;326786884;;17709.98;10659173;10486.8;10486.8;301485900
09/30/2010;1085.03;1085.03;458511223;;17867.36;15681477;10514.5;10514.5;401537300
10/01/2010;1076.99;1076.99;691215415;;18159.8;8923804;10450.1;10450.1;665601200
10/04/2010;1070.55;1070.55;445475871;;18169.27;8661177;10383;10383;418527700
10/05/2010;1098.04;1098.04;594425425;;18806.39;14547478;10651.2;10651.2;572412300
10/06/2010;1102.16;1102.16;602421384;;18941.78;9467896;10700.2;10700.2;576443200
10/07/2010;1106.13;1106.13;592255970;;18855.25;9513627;10740.3;10740.3;569254500
10/08/2010;1103.04;1103.04;632880597;;18855.25;9513627;10720.8;10720.8;560649200
10/11/2010;1101.09;1101.09;363543482;;19037.31;5719782;10700.8;10700.8;346868800
10/12/2010;1095.49;1095.49;303201966;;18995.86;8853965;10648.2;10648.2;286473900
10/13/2010;1118.32;1118.32;384294108;;19450.28;15789320;10866.1;10866.1;357135900
10/14/2010;1116.38;1116.38;324116141;;19499.49;9773173;10849.7;10849.7;304324900
10/15/2010;1118.28;1118.28;592078445;;19293.09;8945932;10868.2;10868.2;567898800
10/18/2010;1121.63;1121.63;340178730;;18940.03;5727844;10897.7;10897.7;317004800
10/19/2010;1122.5;1122.5;439371134;;18366.71;9096023;10895.3;10895.3;416952000
10/20/2010;1122.19;1122.19;282119680;;18777;7432590;10896.9;10896.9;262217100
10/21/2010;1120.75;1120.75;398329957;;18487.58;168561527;10892.3;10892.3;341823000
10/22/2010;1123.84;1123.84;473466081;;18764.9;6395859;10924.8;10924.8;428530500
10/25/2010;1117.4;1117.4;500927707;;18905.22;11231060;10870.3;10870.3;471695800
10/26/2010;1110.61;1110.61;371042941;;19039.82;23088996;10797.8;10797.8;346782600
10/27/2010;1100.25;1100.25;398474121;;18991.26;18774364;10700.1;10700.1;340605900
10/28/2010;1105.64;1105.64;455599698;;18991.32;60252370;10753.5;10753.5;416049700
10/29/2010;1111.28;1111.28;453136201;;19220.93;9815909;10812.9;10812.9;430425400
11/01/2010;1093.68;1093.68;777585212;;19220.93;9815909;10649.5;10649.5;763209000
11/02/2010;1104.4;1104.4;462373006;;19550.99;11968641;10762.1;10762.1;440138500
11/03/2010;1083.62;1083.62;389721688;;19631.12;8138541;10569.5;10569.5;356982400
11/04/2010;1086.45;1086.45;542214230;;20230.42;16914305;10602.8;10602.8;493827500
11/05/2010;1068.19;1068.19;619527293;;20402.51;10586837;10428.1;10428.1;589986700
11/08/2010;1053.94;1053.94;415767960;;20390.96;9687737;10291.8;10291.8;392573000
11/09/2010;1065.62;1065.62;448894270;;20606.72;14834743;10409.8;10409.8;428642500
11/10/2010;1047.39;1047.39;482104539;;20588.95;7820444;10235.4;10235.4;445214100
11/11/2010;1037.88;1037.88;475658577;;20595.34;12276298;10149.5;10149.5;411527400
11/12/2010;1047.32;1047.32;563930440;;20248.41;13806554;10226.8;10226.8;524059400
11/15/2010;1059.67;1059.67;439791818;;20151.46;5176381;10349.7;10349.7;383981200
11/16/2010;1034.14;1034.14;367761382;;19563.53;8640537;10095.4;10095.4;290657300
11/17/2010;1043.68;1043.68;316508648;;19915.13;5380169;10189.3;10189.3;260791300
11/18/2010;1057.21;1057.21;369513599;;20292.13;11229840;10325.3;10325.3;325965100
11/19/2010;1050.87;1050.87;502887339;;20384.52;4366751;10271.7;10271.7;475373300
11/22/2010;1022.45;1022.45;359138557;;20417.52;6138363;9996.4;9996.4;327485600
11/23/2010;990.8;990.8;601723090;;20179.45;8531256;9691.8;9691.8;564762900
11/24/2010;995.81;995.81;559927655;;20441.13;13771970;9742.6;9742.6;509995200
11/25/2010;993.59;993.59;423018205;;20768.71;5733971;9721.8;9721.8;397478300
11/26/2010;975.02;975.02;492959376;;20704.46;13554130;9547.2;9547.2;457220900
11/29/2010;952.06;952.06;493677423;;20804.26;4714660;9324.7;9324.7;457639700
11/30/2010;944.91;944.91;570140247;;20854.5;19472510;9267.2;9267.2;490808500
12/01/2010;987.95;987.95;534915001;;21366.22;10769709;9678.4;9678.4;502708500
12/02/2010;1015.55;1015.55;657246107;;21547.34;15713083;9947.6;9947.6;605631500
12/03/2010;1022.85;1022.85;440634593;;21651.12;14366769;10014.8;10014.8;345653500
12/06/2010;1009.48;1009.48;243712813;;21727.17;40387256;9889.9;9889.9;212481400
12/07/2010;1011.19;1011.19;338664180;;21915.33;9512711;9924.7;9924.7;300474300
12/08/2010;1026.72;1026.72;247872664;;21915.33;9512711;10078.4;10078.4;223344300
12/09/2010;1038.49;1038.49;301043107;;21807.69;6455653;10185.5;10185.5;269306100
12/10/2010;1030.75;1030.75;251219813;;21843.42;7631275;10121.9;10121.9;228923600
12/13/2010;1033.19;1033.19;296556412;;22085.82;29536695;10151.2;10151.2;259751500
12/14/2010;1035.32;1035.32;373697588;;22032.85;46466527;10162.7;10162.7;342389200
12/15/2010;1019.64;1019.64;421516138;;21972.9;26463229;10009.8;10009.8;393726200
12/16/2010;1019.53;1019.53;409878886;;22041.44;30344700;10010.3;10010.3;384487800
12/17/2010;1007;1007;1062839203;;22035.58;12015321;9898.1;9898.1;1013559000
12/20/2010;1016.11;1016.11;365229869;;22092.86;11320791;9996.1;9996.1;339365600
12/21/2010;1037.32;1037.32;278049392;;22445.14;12356752;10203.4;10203.4;253853400
12/22/2010;1034.86;1034.86;265512754;;22718.62;20164734;10183.5;10183.5;224257300
12/23/2010;1028.2;1028.2;247703066;;22689.38;10178782;10106.9;10106.9;211103000
12/24/2010;1028.2;1028.2;247703066;;22791.27;2304528;10106.9;10106.9;211103000
12/27/2010;1007.52;1007.52;447751510;;22959.71;7515221;9899;9899;416003200
12/28/2010;1008.04;1008.04;245553238;;23057.3;12824035;9903.5;9903.5;207254800
12/29/2010;1015.29;1015.29;242169269;;23178.45;15618468;9981.5;9981.5;216375100
12/30/2010;1003.73;1003.73;355457072;;23252.57;10902058;9859.1;9859.1;321081200
12/31/2010;1003.73;1003.73;355457072;;23374.57;5244867;9859.1;9859.1;321081200
01/03/2011;1006.85;1006.85;341916556;;23647.92;14079150;9888.3;9888.3;307458000
01/04/2011;1007.69;1007.69;514562175;;23490.09;12514596;9888.4;9888.4;487887400
01/05/2011;999.15;999.15;421071184;;23495.61;15113788;9801.4;9801.4;390572400
01/06/2011;988.97;988.97;419429884;;23305.04;13918627;9702.7;9702.7;360108600
01/07/2011;973.57;973.57;500416983;;22928.85;15585431;9560.7;9560.7;451373500
01/10/2011;959.71;959.71;538439094;;22502.52;13253464;9437.8;9437.8;485429000
01/11/2011;974.14;974.14;538417578;;22675.23;10323417;9582.1;9582.1;489646900
01/12/2011;1028.77;1028.77;696354997;;22631.86;15810116;10101.2;10101.2;619342100
01/13/2011;1058.08;1058.08;768539219;;22166.93;17532710;10370.8;10370.8;677085600
01/14/2011;1059.45;1059.45;520228938;;21792.57;11450427;10385.1;10385.1;471986800
01/17/2011;1048.31;1048.31;372408929;;21819.53;6955003;10280;10280;305191300
01/18/2011;1079.94;1079.94;501797979;;22119.08;12856843;10583.4;10583.4;442421200
01/19/2011;1077.42;1077.42;550655584;;22128.27;10015157;10556.5;10556.5;488845700
01/20/2011;1085.27;1085.27;488996182;;21705.47;8236155;10636.9;10636.9;425388800
01/21/2011;1106.53;1106.53;758123647;;21651.64;11280859;10829.1;10829.1;610713600
01/24/2011;1105.44;1105.44;321238379;;21857.05;7226416;10815.4;10815.4;284644000
01/25/2011;1089.04;1089.04;445059932;;21735.14;15478223;10664.4;10664.4;387210600
01/26/2011;1089.61;1089.61;354624280;;22005.95;15238928;10670.7;10670.7;285260300
01/27/2011;1107.47;1107.47;545922986;;22502.92;25373867;10828.7;10828.7;423764000
01/28/2011;1099.19;1099.19;598809647;;22530.71;21978429;10747;10747;423734300
01/31/2011;1105.31;1105.31;443279964;;22887.41;11006295;10806;10806;323480800
02/01/2011;1122.88;1122.88;529687573;;23218.52;17653239;10967.9;10967.9;407618800
02/02/2011;1127.73;1127.73;620349509;;23419.93;70343965;11010.2;11010.2;434631200
02/03/2011;1112.39;1112.39;580925939;;23724.08;26091922;10860.7;10860.7;413930000
02/04/2011;1110.87;1110.87;427716173;;23701.56;12482273;10854.7;10854.7;292715000
02/07/2011;1118;1118;682584499;;23777.04;9997482;10922.6;10922.6;346424500
02/08/2011;1121.92;1121.92;613312117;;23487.93;13680965;10965.1;10965.1;256843700
02/09/2011;1118.92;1118.92;374760740;;22989.58;17008467;10935.6;10935.6;229969100
02/10/2011;1103.17;1103.17;485972603;;22861.64;5411018;10791.9;10791.9;324887300
02/11/2011;1105.11;1105.11;395673554;;22772.1;5444382;10803.6;10803.6;220138500
02/14/2011;1101.64;1101.64;339704126;;22985.35;4418886;10774.7;10774.7;209089700
02/15/2011;1107.85;1107.85;278402629;;22761.08;10684576;10826.2;10826.2;214309400
02/16/2011;1131.55;1131.55;456927925;;22788.76;8846646;11047.8;11047.8;369838200
02/17/2011;1138.13;1138.13;365462348;;22793.27;8044780;11113;11113;287134900
02/18/2011;1133.59;1133.59;456297782;;23041.59;6835131;11068.1;11068.1;395296100
02/21/2011;1107.77;1107.77;398080205;;23028.9;5695691;10810.5;10810.5;300002600
02/22/2011;1096.44;1096.44;379745262;;22694.93;18243403;10701.9;10701.9;283036800
02/23/2011;1089.7;1089.7;342808157;;22616.51;8615527;10633.4;10633.4;273664400
02/24/2011;1090.01;1090.01;303099211;;22635.95;6097696;10647.6;10647.6;258736100
02/25/2011;1108.41;1108.41;337216148;;22766.73;6584483;10822.7;10822.7;288926400
02/28/2011;1111.25;1111.25;317818888;;22842.96;16893772;10850.8;10850.8;257700700
03/01/2011;1102.37;1102.37;356178029;;22689.04;5028745;10761.9;10761.9;282137300
03/02/2011;1089.84;1089.84;349024150;;22709.28;8867848;10643.8;10643.8;276278900
03/03/2011;1081.47;1081.47;321173813;;22623.39;6686133;10566.9;10566.9;280593500
03/04/2011;1074.23;1074.23;298804651;;22662.51;5988592;10498.7;10498.7;258793900
03/07/2011;1072.78;1072.78;373194428;;22563.34;4656874;10495.7;10495.7;313720600
03/08/2011;1080.04;1080.04;316060844;;22442.21;8265790;10568.7;10568.7;276868300
03/09/2011;1080.15;1080.15;511436270;;22167.65;6144561;10559.5;10559.5;472080800
03/10/2011;1067.89;1067.89;332753826;;21625.29;11913050;10435.6;10435.6;304067300
03/11/2011;1063.63;1063.63;334201764;;21784.13;7919614;10398.4;10398.4;311400100
03/14/2011;1066.83;1066.83;657277283;;21453.22;4425717;10415.9;10415.9;617792800
03/15/2011;1058.45;1058.45;575139909;;20982.75;14629338;10329.7;10329.7;504632300
03/16/2011;1034.1;1034.1;470415553;;20984.13;11370575;10092.6;10092.6;410275000
03/17/2011;1057.32;1057.32;412342692;;20758.13;12931060;10325.6;10325.6;363254200
