normalised_date;sentiment
2009-09-30;0.5010737081368765
2009-10-01;0.5047351717948914
2009-10-07;0.403495192527771
2009-10-14;0.503685474395752
2009-10-16;0.0161020159721374
2009-10-19;0.5047350525856018
2009-10-23;0.221423864364624
2009-10-27;0.5047350525856018
2009-11-02;0.204810619354248
2009-11-03;0.4327870309352875
2009-11-04;0.4078319668769836
2009-11-05;0.5047356486320496
2009-11-10;0.031447559595108
2009-11-11;0.5047329068183899
2009-11-25;0.5047350525856018
2009-11-26;0.5165115594863892
2010-03-04;0.4351048469543457
2010-03-09;0.0001628696918487
2010-03-10;0.5046893954277039
2010-03-22;0.0055953562259674
2010-03-30;0.5322965979576111
2010-04-07;0.5938063065210978
2010-04-13;0.5049654245376587
2010-04-15;0.963016152381897
2010-04-20;0.5047356486320496
2010-04-21;0.6952229142189026
2010-06-01;0.1512193381786346
2010-06-03;0.005265468666945758
2010-06-18;0.5045073628425598
2010-07-08;0.488319456577301
2010-07-11;0.25235178367597655
2010-07-15;0.4415527582168579
2010-07-23;0.5182467699050903
2010-08-02;0.3482604026794433
2010-08-03;0.23904566466808316
2010-08-09;0.25473216176033014
2010-08-10;0.9771587252616882
2010-08-11;0.0520937442779541
2010-08-16;0.28227995336055756
2010-08-17;0.5044739842414856
2010-08-18;0.0019067823886871
2010-08-19;0.0451217591762542
2010-08-23;0.017909318208694402
2010-08-24;0.2890147268772125
2010-08-26;0.3020650744438171
2010-08-31;0.3349791392683983
2010-09-01;0.147903025150299
2010-09-02;0.0006232857704162
2010-09-06;0.16171100735664365
2010-09-07;0.2536833584308624
2010-09-08;0.5045073628425598
2010-09-09;5.880024764337577e-05
2010-09-13;0.25871504843235016
2010-09-14;0.0080974996089935
2010-09-15;0.23072662949562073
2010-09-17;0.0138529241085052
2010-09-20;0.0370882749557495
2010-09-21;0.0855837166309356
2010-09-29;0.26461261510849
2010-10-05;0.511896014213562
2010-10-06;0.32210941612720484
2010-10-07;0.3415822386741638
2010-10-11;0.2954694032669067
2010-10-14;0.27411954104900355
2010-10-15;0.5118536949157715
2010-10-21;0.0001537799835205
2010-10-25;0.49545929652322235
2010-10-26;1.6422063708887435e-05
2010-10-27;0.5045073628425598
2010-10-28;0.2950842976570129
2010-11-02;0.2532496005296707
2010-11-04;0.0412932634353637
2010-11-08;0.32042282819747925
2010-11-09;0.7467116117477417
2010-11-10;0.4991925954818725
2010-11-11;0.4659415483474731
2010-11-15;0.20332448184490198
2010-11-22;0.2792099267244339
2010-11-23;0.8959403038024902
2010-11-24;0.0036657154560089
2010-11-25;6.072864925954491e-05
2010-11-26;0.4529184103012085
2010-11-29;0.0854102969169616
2010-12-02;0.5139501541852951
2010-12-06;0.0212638974189758
2010-12-07;0.504511296749115
2010-12-09;0.4437326788902282
2010-12-10;0.431603342294693
2010-12-13;0.25956751406192774
2010-12-14;0.2631258368492126
2010-12-15;0.3781649172306061
2010-12-16;0.0099980235099792
2010-12-17;0.017409861087799
2010-12-20;0.2534559071063995
2010-12-22;0.4283529222011566
2010-12-23;0.5087783932685852
2010-12-27;0.1524264514446258
2010-12-28;0.1199029982089996
2010-12-31;0.5473622977733612
2011-01-03;0.33083999156951904
2011-01-04;0.4332859665155411
2011-01-05;0.2999695539474487
2011-01-06;0.0493251681327819
2011-01-07;0.5045073628425598
2011-01-10;0.3770405054092407
2011-01-11;0.4804765582084656
2011-01-12;0.5021163821220398
