trimester;sentiment;sentiment_truncated;favorites;retweets;replies
2017-10-01;0.24648519433640564;0.4712498137941308;3.0671830776106064;0.7078802323849248;0.47624013108893193
2018-01-01;0.2720016204259336;0.49660919125604214;4.3816463458624915;1.261525142486112;0.5908664598513815
2018-04-01;0.2965409755049228;0.5244435410102652;4.592031710539689;1.0557983534912085;0.6151031608903343
2018-07-01;0.2843304659199695;0.5181726763396064;3.7480247090935213;0.8952736675764976;0.7021979600632093
2018-10-01;0.2948452003484144;0.5322743682310469;4.063898916967509;1.083249097472924;0.6288808664259928
2019-01-01;0.2460178727598351;0.45650109569028485;4.498831263696129;0.9050401753104456;0.6430971512052593
2019-04-01;0.21594098240639334;0.41293752769162606;4.340806380150642;0.769162605228179;0.582100132919805
2019-07-01;0.2195167345311431;0.4150615605408263;3.7154618928922125;0.6776946899312637;0.6614547926580557
2019-10-01;0.2040071340047026;0.3919212393224265;3.8771536122773997;0.6353699145794122;0.7614014767627045
2020-01-01;0.1580476272724796;0.32076104915324244;5.194702602230484;0.9460450227178852;1.109562164394878
2020-04-01;0.11482831044236813;0.2565802897367884;2.4498061620077536;0.4807182207712712;0.9403183023872679
