month_year;sentiment
2009-07;0.3411474666633924
2009-08;0.3728438155561195
2009-09;0.3282768741683226
2009-10;0.37782940463509546
2009-11;0.3366477498949653
2009-12;0.24742993157557897
2010-01;0.37822007066319974
2010-02;0.33308552808171166
2010-03;0.3155438274439707
2010-04;0.2796034133070227
2010-05;0.20197132669512205
2010-06;0.13073686602833057
2010-07;0.17780714247570187
2010-08;0.16445162376218186
2010-09;0.2124490073171022
2010-10;0.27024626573024907
2010-11;0.36155869757964004
2010-12;0.36242724088463085
2011-01;0.32918258641533127
2011-02;0.3311350971455359
2011-03;0.3168469194083967
2011-04;0.3175105127327396
2011-05;0.279431864416236
2011-06;0.26422068645495783
2011-07;0.2614870838586883
2011-08;0.2586746515966168
2011-09;0.2575478844297248
2011-10;0.26538457884430733
2011-11;0.2761444724141669
2011-12;0.26976330263066084
2012-01;0.2865789230299881
2012-02;0.2816521313880881
2012-03;0.29510354315768955
2012-04;0.2905471893283235
2012-05;0.2619845198008667
2012-06;0.26722891714616315
2012-07;0.24930229360777398
2012-08;0.27703080790545437
2012-09;0.28727402732076485
2012-10;0.23629426405334522
2012-11;0.19171128313709387
2012-12;0.1886657481164748
2013-01;0.21076150458196252
2013-02;0.21578654762835325
2013-03;0.21646722453015285
2013-04;0.21637874130649928
2013-05;0.20568695271588464
2013-06;0.23272154014607765
2013-07;0.22700447277970134
2013-08;0.22314911797701922
2013-09;0.23705950279793106
2013-10;0.24558951762801107
2013-11;0.2264131192140969
2013-12;0.20918384675206975
2014-01;0.2128130370771147
2014-02;0.20903649375573813
2014-03;0.2233129017083749
2014-04;0.20896656920246007
2014-05;0.20593100652635632
2014-06;0.2202167140787097
2014-07;0.23904067765566175
2014-08;0.23648337954256568
2014-09;0.23186351412536724
2014-10;0.23432155807215213
2014-11;0.2262069641079174
2014-12;0.2440362806509095
2015-01;0.23453722702846186
2015-02;0.25322123228432897
2015-03;0.25993180325780424
2015-04;0.24834158225395117
2015-05;0.26065673468053374
2015-06;0.24939430116719624
2015-07;0.2703463788090652
2015-08;0.27022745804347503
2015-09;0.2742628846232632
2015-10;0.2761609522856847
2015-11;0.2947847897429737
2015-12;0.28557600006104195
2016-01;0.29269890840269513
2016-02;0.2760363185556948
2016-03;0.2725345257319035
2016-04;0.2926491273489542
2016-05;0.2605380938305894
2016-06;0.225815689568905
2016-07;0.2420127415397816
2016-08;0.20999232406811488
2016-09;0.19995732157510215
2016-10;0.2222206281465964
2016-11;0.168854551473363
2016-12;0.17887450394650062
2017-01;0.1695672810710536
2017-02;0.1931555943449218
2017-03;0.18390508708479425
2017-04;0.18919917235286765
2017-05;0.18313442164957675
2017-06;0.21677153896888027
2017-07;0.2383880747664981
2017-08;0.22642777094738215
2017-09;0.23232250965375165
2017-10;0.23942883616310034
2017-11;0.23241024169996127
2017-12;0.25171195327292356
2018-01;0.25672206244027074
2018-02;0.24539786216321088
2018-03;0.30252488146078926
2018-04;0.28724485087220303
2018-05;0.3022448125245457
2018-06;0.2994239310125373
2018-07;0.2905808499154823
2018-08;0.27066128305300907
2018-09;0.29566777558975676
2018-10;0.29719832893216913
2018-11;0.2916848978204656
2018-12;0.29522466939430286
2019-01;0.27688836399724137
2019-02;0.23473934486883097
2019-03;0.22904311616128317
2019-04;0.20944589951664067
2019-05;0.21324356423115728
2019-06;0.21848414915279507
2019-07;0.21047699673260015
2019-08;0.21215856174736664
2019-09;0.23205637742240062
2019-10;0.20908662858409424
2019-11;0.19442996022232364
2019-12;0.2050167561038853
2020-01;0.17759387270609744
2020-02;0.1973717384021246
2020-03;0.1302043356886285
2020-04;0.11852518426783244
2020-05;0.11084793480303826
2020-06;0.11840030274064813
2020-07;0.1651309544640057
2020-08;0.15549992938934729
2020-09;0.18909316994464967
2020-10;0.19317035565896493
2020-11;0.18636194978312853
2020-12;0.17225555479436083
2021-01;0.3169624343062424
