;normalised_date;sentiment_asociacones;sentiment_ibex;madrid_change
2;2017-01-25;-0.03951636840023953;-0.4316158258407085;1.61497179871323
3;2017-01-26;-0.03118824540834164;0.9114810421312237;-0.810021423030837
4;2017-01-27;0.0858244445482036;-0.8971525107820828;-0.140292279066529
5;2017-01-30;-0.055688448454222605;0.8963202933470408;-1.3852654603446002
6;2017-01-31;-0.04581247374653025;-0.6362641673573914;0.38558552557947395
7;2017-02-01;0.1255685496077239;0.10220334312457235;-0.124540840201494
8;2017-02-02;-0.05842708770771199;0.02510797062547815;1.0948869589147
9;2017-02-03;-0.11070583766628272;-0.05956371614412917;0.58604795085359
10;2017-02-06;0.18407696260667472;0.0958496496673131;-1.56814621132202
11;2017-02-07;-0.07728791737798879;0.042853706437745026;-0.718344398929843
12;2017-02-08;-0.012654806356577508;0.0027039669318280335;-0.0592739699493594
13;2017-02-09;0.0179104330544384;-0.08212931525971123;0.7549829905953052
14;2017-02-10;-0.06925313253941351;0.19362179122334866;-0.920354777520899
15;2017-02-13;0.03981442045154299;-0.1953882926868068;0.7354666144861579
16;2017-02-14;0.08537499869144233;-0.03401575419209424;0.0804935946247365
17;2017-02-15;-0.08013837203718271;-0.03481767869683938;1.04769401804222
18;2017-02-16;0.008468852863470766;0.2410172436842496;0.27684574239813803
19;2017-02-17;-0.06241694893577254;-0.11657922840868384;-0.9483385345262709
20;2017-02-20;0.056933793219040296;-0.10186079919156638;0.264447267347638
21;2017-02-21;0.03691275894089335;0.3571247848610938;-0.304005979207346
22;2017-02-22;0.012216006019476366;-0.6503476684913039;-0.8439184848456172
23;2017-02-23;-0.06149706780406766;0.3607793831474345;0.368642414549564
24;2017-02-24;0.07055015554646471;0.23886560164490755;-0.46825860061373203
25;2017-02-27;-0.14974881364978582;-0.46306728899643135;0.43631726797129294
26;2017-02-28;0.15596703740978118;0.2725978626103391;0.989833958128351
27;2017-03-01;-0.0765596981056868;0.19793659230707392;1.6282144844491002
28;2017-03-02;0.0024716451126103878;-0.5122699062174543;-0.9128979415337559
29;2017-03-03;0.04239718926925229;0.44813477644636135;1.42929932394861
30;2017-03-06;-0.01936194786590817;-0.33503696058465315;0.193001307600508
31;2017-03-07;0.007438180217617052;0.42564839691355383;-0.0707943904473991
32;2017-03-08;-0.08853922913256679;-0.35940170692586615;0.140336254404002
33;2017-03-09;0.08486410491879831;0.0668740865976944;1.90303516750852
34;2017-03-10;-0.008105503470038078;-0.047561279835098225;0.9531619500627541
35;2017-03-13;-0.020368571357289478;0.3178382609932063;-0.25002451912265
36;2017-03-14;0.058916333615729455;-0.28523847071580066;-1.3179796318726003
37;2017-03-15;-0.052756239294185214;-0.07986407230297699;0.8129390984535692
38;2017-03-16;0.061371720243409755;0.12118011021188319;2.78311356762254
39;2017-03-17;-0.036120936727441266;0.14010662479060032;1.0255636999962099
40;2017-03-20;0.01585994894763959;-0.37135165783443624;-0.413887099364262
41;2017-03-21;-0.09836434619655215;-0.019540245941495615;0.7296177275594258
42;2017-03-22;0.0723671246601259;0.6071707817817185;0.20583829227184103
43;2017-03-23;-0.023281982465458928;-0.2501985686493349;0.6363085085679959
44;2017-03-24;0.045029219575069335;-0.014721644043412141;0.102719394311614
45;2017-03-27;-0.0491634094424358;-0.12698548162976897;0.4606569719883621
46;2017-03-28;0.03221197887099758;-0.22070399175087613;0.575907862816193
47;2017-03-29;-0.0031094097199855786;0.45526816144896043;-0.9888072719858628
48;2017-03-30;0.026456496188771494;-0.13616594315196068;-0.10599656938970899
49;2017-03-31;-0.04554206888455642;0.06386660978508485;0.39157835401188595
50;2017-04-03;-0.05734544703428107;-0.5238270671106875;-1.68051087649795
51;2017-04-04;0.17188944588143856;0.5570566502089302;0.252816278431026
52;2017-04-05;-0.10194049272562894;-0.2006146142569681;0.326411108873081
53;2017-04-06;-0.004722644159678546;-0.27846850734204054;1.05835220734647
54;2017-04-07;0.003487809951618459;0.5670578083372675;-0.550330299130319
55;2017-04-10;-0.038218870684570694;0.010928082396276184;-0.845314493576069
