trimester;sentiment;sentiment_truncated;favorites;retweets;replies
2015-01-01;0.3675681420822529;0.6749785038693035;2.307824591573517;5.2631126397248496;0.42648323301805674
2015-04-01;0.3919241232986153;0.7049429108252637;1.5218962277785808;3.2152045093221564;0.17343546755311462
2015-07-01;0.3890778239664064;0.7047708618331053;1.2606019151846786;2.271545827633379;0.15287277701778385
2015-10-01;0.3966530698293053;0.7129706418974955;1.2342013600928845;1.9036324431912424;0.0898988223586001
2016-01-01;0.38519418259257704;0.7155347384855582;1.5873536299765807;2.3659640905542543;0.11522248243559718
2016-04-01;0.3961617238229052;0.7130423486619901;1.9390750844375162;2.564302416212003;0.14341387373343725
2016-07-01;0.39321928750384094;0.7120517439004421;1.5826101195349598;1.8441133125921074;0.08907810709022433
2016-10-01;0.39946166866799393;0.7187263078089462;2.093100833965125;2.0172858225928736;0.06777862016679302
2017-01-01;0.393849208595603;0.7062161246612466;2.4466463414634148;2.5697831978319785;0.22374661246612465
2017-04-01;0.39137755676834385;0.6974797168997066;2.4180907992404626;2.2314862765406525;0.1306749525289142
2017-07-01;0.39567846449829996;0.7043060009161705;2.582913421896473;2.447091158955566;0.09734310581768209
2017-10-01;0.3781895078919657;0.6796183356285658;3.282510328546134;2.4558331693881565;0.11607318512689356
2018-01-01;0.3733316420482817;0.6557431681848478;3.4781159742279493;2.682737169517885;0.1426349700066652
2018-04-01;0.38631091830762954;0.6495668421946662;3.5410225921521996;2.302191268897571;0.13368438933242738
2018-07-01;0.3768393996046434;0.6367267747089705;3.595069618808491;2.379365441679982;0.2433234421364985
2018-10-01;0.367125850987444;0.6272189349112426;3.804733727810651;2.2954881656804735;0.14460059171597633
2019-01-01;0.361984584920349;0.6180195739781232;3.825177509115333;2.31855689886778;0.20072922663596238
2019-04-01;0.37046549921618727;0.6171038049501293;3.931104543775397;2.1594015515330622;0.30938308090136685
2019-07-01;0.3493131035827388;0.5950689511073965;3.1627664020058504;1.695779356456331;0.32971165900543253
2019-10-01;0.3619570683377964;0.609955185659411;3.5699423815621;1.8564340588988477;0.22967349551856595
2020-01-01;0.33272962044288457;0.583424011606819;3.8737758433079432;2.193144722524483;0.23213638012332244
2020-04-01;0.32551615372028264;0.5802280311457174;5.165183537263626;2.7794771968854284;0.27919911012235815
