normalised_date;sentiment
2009-09-30;0.3598881818031379
2009-10-01;0.1572157179405538
2009-10-07;0.5372318511317483
2009-10-14;0.3265669451456238
2009-10-16;0.4507454498615163
2009-10-19;0.45601156647160934
2009-10-23;0.0027630678306763
2009-10-27;0.3338390335555804
2009-11-02;0.3301229529336883
2009-11-03;0.0886461924637807
2009-11-04;0.5482618374164091
2009-11-05;0.1365622152295033
2009-11-10;0.0026710372977109
2009-11-11;0.0714387513706301
2009-11-25;0.283685446836198
2009-11-26;0.4749572498711091
2010-03-04;0.17397579584782968
2010-03-09;0.2872192528171282
2010-03-10;0.2300815730277949
2010-03-22;0.405924841432821
2010-03-30;0.3564379303456305
2010-04-07;0.2712564843100982
2010-04-13;0.3029968537174699
2010-04-15;0.7195065992166129
2010-04-20;0.2621435295041906
2010-04-21;0.0055420573087883
2010-06-01;0.0615646850593129
2010-06-03;0.0413233840095276
2010-06-18;0.2093237399602243
2010-07-08;0.3704831707294281
2010-07-11;0.5300721887180156
2010-07-15;0.7034428359280269
2010-07-23;0.2473038466452391
2010-08-02;0.0692192852626188
2010-08-03;0.1065058529829917
2010-08-09;0.23386593697415284
2010-08-10;0.9071251711606904
2010-08-11;0.0595251928974721
2010-08-16;0.42110608530378446
2010-08-17;0.3268552509698481
2010-08-18;0.011934224493608
2010-08-19;0.0392837539889876
2010-08-23;0.30765374210462787
2010-08-24;0.3405401150974859
2010-08-26;0.4624403545990149
2010-08-31;0.36916551890144944
2010-09-01;0.1299340717279405
2010-09-02;0.4265894578565843
2010-09-06;0.6403489285365522
2010-09-07;0.5247062544272438
2010-09-08;0.2540142125594112
2010-09-09;0.7501438407426206
2010-09-13;0.50985885793059
2010-09-14;0.4507454498615163
2010-09-15;0.3053786176419723
2010-09-17;0.3383492810251159
2010-09-20;0.3416480434576694
2010-09-21;0.5106347402140026
2010-09-29;0.2395781603575243
2010-10-05;0.4872801960214025
2010-10-06;0.2283571603044895
2010-10-07;0.7799700107548964
2010-10-11;0.4973768246802363
2010-10-14;0.13035012931151707
2010-10-15;0.0466939818271957
2010-10-21;0.4568604181663569
2010-10-25;0.5159757764945734
2010-10-26;0.6741256817148867
2010-10-27;0.5017543432377519
2010-10-28;0.0437712880241257
2010-11-02;0.39286006756708247
2010-11-04;0.4978922592055748
2010-11-08;0.5836880526378432
2010-11-09;0.30967823087570273
2010-11-10;0.4268787504452969
2010-11-11;0.1380111546464941
2010-11-15;0.42888683355816304
2010-11-22;0.15161786031561425
2010-11-23;0.8620418657386116
2010-11-24;0.4153373325707398
2010-11-25;0.2553923615260426
2010-11-26;0.3054244986113328
2010-11-29;0.4545729117725756
2010-12-02;0.29650767097575875
2010-12-06;0.4018771341364327
2010-12-07;0.2276548087045136
2010-12-09;0.4347510943716901
2010-12-10;0.5276226178019382
2010-12-13;0.3792961427263317
2010-12-14;0.28029076473747594
2010-12-15;0.0290100493396841
2010-12-16;0.4855197348530091
2010-12-17;0.0362918333521225
2010-12-20;0.3830304180737833
2010-12-22;0.4978922592055748
2010-12-23;0.3340221890311061
2010-12-27;0.2540142125594112
2010-12-28;0.0025508392050523
2010-12-31;0.45586276737592857
2011-01-03;0.4013830943881917
2011-01-04;0.5411593593376465
2011-01-05;0.2648359371722164
2011-01-06;0.1727449395727269
2011-01-07;0.3871538482654321
2011-01-10;0.33386464287012935
2011-01-11;0.5294848108172708
2011-01-12;0.6460178414067738
2011-01-13;0.4978922592055748
2011-01-17;0.0027536162166327
2011-01-19;0.4507454498615163
2011-01-20;0.2655171021971787
2011-01-25;0.7499057087009806
2011-01-26;0.3041944981086815
2011-01-27;0.4147342023902695
2011-01-28;0.8871904588162609
2011-01-31;0.1446015298729187
2011-02-01;0.44721349996692605
2011-02-02;0.3180709130018221
2011-02-03;0.18464393983654928
2011-02-04;0.7721073387947475
2011-02-07;0.46706795119433003
2011-02-08;0.37586890725251787
2011-02-09;0.3176143215172481
2011-02-10;0.39957076336919484
2011-02-11;0.6197910556533257
2011-02-14;0.4091417603989271
2011-02-15;0.3847181263543359
2011-02-16;0.5372671157172989
2011-02-17;0.45655860119016317
2011-02-18;0.39568500370959897
2011-02-21;0.18341177333912384
2011-02-22;0.20600585077832975
2011-02-23;0.30341371367166614
2011-02-24;0.5800266871199699
2011-02-25;0.4978922592055748
2011-02-28;0.38560765341607556
2011-03-01;0.21579699668527458
2011-03-02;0.3242974863016831
2011-03-03;0.39523267541677337
2011-03-04;0.748555984041264
2011-03-05;0.4978922592055748
2011-03-07;0.28820475128363177
2011-03-08;0.26790968857843755
2011-03-09;0.4198315369907769
2011-03-10;0.3918085074615944
2011-03-11;0.26309806109050893
2011-03-14;0.3803487718040482
2011-03-15;0.17179864226172128
2011-03-16;0.21868232723362568
2011-03-17;0.27211396096640816
2011-03-18;0.23490977033326146
2011-03-21;0.5153448650118878
2011-03-22;0.31759554831520226
2011-03-23;0.39855417179072816
2011-03-24;0.33278160235739945
2011-03-25;0.669506430821622
2011-03-28;0.39623170324292223
2011-03-29;0.1932205855055553
2011-03-30;0.2990464336955449
