;normalised_date;sentiment_asociacones;sentiment_empresas;date;peru_change
1;2017-03-01;-0.015293611743528335;0.10540526300470024;2017-03-01;-1.2428254153021299
2;2017-03-02;-0.04941536195250615;-0.05124193012449296;2017-03-02;-0.39574494668420895
3;2017-03-03;0.16244828679409454;0.09094417574366609;2017-03-03;-2.10660281350523
4;2017-03-06;-0.04120583626211288;-0.15445498959601098;2017-03-06;-0.6681935909079549
5;2017-03-07;-0.0585030142327691;0.09543435093617611;2017-03-07;-0.817404846493729
6;2017-03-08;-0.06559871946027335;-0.0701931379228205;2017-03-08;-0.59437186426843
7;2017-03-09;0.05199761407044573;0.03394608643705743;2017-03-09;0.49651756088555
8;2017-03-10;0.04833671481743673;0.010550798258841532;2017-03-10;0.0788315256179762
9;2017-03-13;0.046391253158237;0.003407416728699708;2017-03-13;-1.7954395814186002
10;2017-03-14;-0.08909601626143648;0.023476484795575903;2017-03-14;2.2548895752222298
11;2017-03-15;-0.013639002197618044;-0.11034098449417698;2017-03-15;1.6572952257831601
12;2017-03-16;0.11285006482482163;0.031563394023088415;2017-03-16;0.292833879660627
13;2017-03-17;-0.06614951975326328;0.17299297892314486;2017-03-17;0.201674466976418
14;2017-03-20;0.045091540111064365;-0.19080778101852908;2017-03-20;-0.589331120750542
15;2017-03-21;-0.0815796397351406;0.037853845281841325;2017-03-21;-0.15698911026771398
16;2017-03-22;-0.03564735417348469;-0.024164193427986425;2017-03-22;0.44178487616509793
17;2017-03-23;0.07399351212465122;0.048294673213200134;2017-03-23;0.280828608906178
18;2017-03-24;-0.03527611574463074;0.09023655357566929;2017-03-24;-0.5432568891730261
19;2017-03-27;0.016999764079047852;-0.13009509515494916;2017-03-27;0.990090264415371
20;2017-03-28;0.002110256194263249;0.07376136049442966;2017-03-28;0.0319295640208865
21;2017-03-29;0.013120025955035364;0.04124571188476239;2017-03-29;0.670865873288468
22;2017-03-30;0.03696829647239541;-0.025214312529614702;2017-03-30;0.0347649000264555
23;2017-03-31;1.1905263418154899e-05;-0.023301252971060227;2017-03-31;0.588646550125275
24;2017-04-03;-0.05300786951367914;-0.00795538687532299;2017-04-03;0.649785372652516
25;2017-04-04;0.022730250128514262;0.07276559215156986;2017-04-04;0.489589571534956
26;2017-04-05;0.024613622105412236;-0.0753704453492895;2017-04-05;-0.541197965670444
27;2017-04-06;-0.0877527162016013;-0.017387382037072074;2017-04-06;-0.41845851274840296
28;2017-04-07;0.01666838653587921;0.005475798460681247;2017-04-07;-0.39547663713445397
29;2017-04-10;-0.040706333713260184;-0.03165739114869098;2017-04-10;0.0075907255914227
30;2017-04-11;0.03740911006585432;0.08925048194655916;2017-04-11;0.193135960518432
31;2017-04-12;-0.03399824836509183;-0.021769238224640886;2017-04-12;-0.49998339255137103
32;2017-04-17;0.05246161222817994;0.01642887315312097;2017-04-17;-0.9105805621443969
33;2017-04-18;0.15745506235277285;0.04739319184110208;2017-04-18;-0.12992612427817402
34;2017-04-19;-0.20421144304003647;-0.17832605848692382;2017-04-19;0.8729015957334749
35;2017-04-20;0.13470676004332022;0.10666148731089706;2017-04-20;-0.21706047588409197
36;2017-04-21;0.03484325142753025;-0.009603623724367405;2017-04-21;-0.6319780194480911
37;2017-04-24;-0.056515118567750655;-0.0722831560617235;2017-04-24;-0.18654913712717
38;2017-04-25;0.03547208138469499;0.04839422919229722;2017-04-25;0.516170497358181
39;2017-04-26;-0.08966779892680798;-0.029180769503194537;2017-04-26;-0.567009948238308
40;2017-04-27;0.038120730145481785;0.03918727595583188;2017-04-27;0.285886043940871
41;2017-04-28;-0.07157333557792506;-0.02926677541715539;2017-04-28;0.740264934214263
42;2017-05-02;0.05680583349737778;-0.027962015389180528;2017-05-02;-0.32234999659179897
43;2017-05-03;-0.022020568530385864;0.005560870574806143;2017-05-03;-1.1263557543220502
44;2017-05-04;-0.0011188618793574467;0.040819117078684686;2017-05-04;0.966408400268587
45;2017-05-05;0.0602658381323436;0.07418861388828824;2017-05-05;-0.226464128255107
46;2017-05-08;-0.10213813249511161;-0.16001635517198168;2017-05-08;0.45088667527506704
47;2017-05-09;0.07581646626849192;0.05087829412101755;2017-05-09;1.06674094756526
48;2017-05-10;-0.08032052735411854;0.011537763334454443;2017-05-10;0.7711100289840269
49;2017-05-11;0.07105421118669775;0.020745341848869003;2017-05-11;0.653599636010984
50;2017-05-12;-0.009457393384064205;0.00842941616987486;2017-05-12;0.885215253645259
51;2017-05-15;0.10636766287334837;-0.0392171728472091;2017-05-15;-0.721661132500708
52;2017-05-16;-0.14557149261462565;0.005595861925214329;2017-05-16;-0.0723353765931264
53;2017-05-17;0.02662360068384645;-0.03978868573454916;2017-05-17;-1.71199392691551
54;2017-05-18;0.04873801239989933;0.05681404930039183;2017-05-18;1.5695848420740401
55;2017-05-19;-0.05731996628376812;-0.06440602967268952;2017-05-19;0.100470755779987
56;2017-05-22;0.09357299177089029;-0.010788077040776278;2017-05-22;-0.5666352754765811
57;2017-05-23;-0.05395741523605885;0.12945855677619836;2017-05-23;-0.41332065621923
58;2017-05-24;0.007672997729839481;-0.030870790744715826;2017-05-24;0.2729508170894
59;2017-05-25;-0.0026674504262145238;-0.05517567357934605;2017-05-25;0.0589529397013279
60;2017-05-26;-0.08584098086345088;0.010668458368460532;2017-05-26;0.22829284860016502
61;2017-05-29;0.10446345938074059;0.031940149839856435;2017-05-29;-0.698229616527906
62;2017-05-30;-0.0820897723864426;-0.042472941685625765;2017-05-30;0.0697169090047875
63;2017-05-31;0.1016049652356591;0.010309545795760044;2017-05-31;-0.361651512296514
64;2017-06-01;0.0933968244638026;0.11207708259266097;2017-06-01;-0.167799902552488
65;2017-06-02;-0.014386280641470406;-0.030528696530283506;2017-06-02;0.37740237161758206
66;2017-06-05;-0.22013169869949029;0.01487657708647011;2017-06-05;0.736201243282102
67;2017-06-06;0.07234182130737687;-0.1454794953250774;2017-06-06;-0.008151473608134679
68;2017-06-07;0.005777706920769066;0.10459495920589998;2017-06-07;0.435945320341201
69;2017-06-08;0.07181805955299914;-0.0004924995784896802;2017-06-08;0.29775883651339197
70;2017-06-09;-0.08935459332059575;0.03930871544927822;2017-06-09;-1.16629849669477
71;2017-06-12;0.055971739466856685;-0.1271264232177685;2017-06-12;0.39376275978593106
72;2017-06-13;-0.02385442273212124;0.0913210058830734;2017-06-13;0.34417206438039305
73;2017-06-14;-0.05074602410054224;0.0011810046788969242;2017-06-14;-1.5734926850108701
74;2017-06-15;-0.09154635146306522;-0.02997561934697529;2017-06-15;-0.24471291697106
75;2017-06-16;0.15915698488177987;0.06437534337077194;2017-06-16;0.9923248770454951
76;2017-06-19;0.008240397905985852;-0.14465626137783053;2017-06-19;-0.890214581686214
77;2017-06-20;0.03334741731140567;0.0808581888372831;2017-06-20;0.9916507566140379
78;2017-06-21;0.002177551394883348;0.005907730413363066;2017-06-21;0.0621936274509819
79;2017-06-22;-0.017132985599867978;-0.02591632219311213;2017-06-22;0.817605267965482
80;2017-06-23;0.07042124469075972;0.04921024890718384;2017-06-23;0.0748632364660591
81;2017-06-26;0.004327170499274002;0.009788580108042455;2017-06-26;-0.0371354486949678
82;2017-06-27;-0.077858956187071;0.028757364470885505;2017-06-27;-0.239888512882249
83;2017-06-28;-0.08780595658538493;-0.08006864638342204;2017-06-28;0.9866981864668021
84;2017-06-30;-0.004398245478903939;0.03986268937039478;2017-06-30;-0.0540244680938306
85;2017-07-03;0.09718937616083989;-0.059706431283074346;2017-07-03;0.23742570163017399
86;2017-07-04;0.0017455861225113;-0.013156396211023824;2017-07-04;-0.0917341419253726
87;2017-07-05;-0.04457998851818318;0.12930004896683733;2017-07-05;-0.26847418952936297
88;2017-07-06;-0.006695742322798237;-0.018380767081087712;2017-07-06;0.19183175857522197
